t[s],q_BodyPitch,q_BodyRoll,q_BodyYaw,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ALElbow,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_ARElbow,q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_BodyPitch,qd_BodyRoll,qd_BodyYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ALElbow,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_ARElbow,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_BodyPitch,qdd_BodyRoll,qdd_BodyYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ALElbow,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_ARElbow,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_BodyPitch,Tau_BodyRoll,Tau_BodyYaw,Tau_ALShoulder1,Tau_ALShoulder2,Tau_ALShoulder3,Tau_ALElbow,Tau_ARShoulder1,Tau_ARShoulder2,Tau_ARShoulder3,Tau_ARElbow,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch
0.0,0.2,0.0,0.0,-0.25,0.1,0.0,0.0,0.25,-0.1,0.0,0.0,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.493881211663641,-1.6998559773127226,0.8457292831488701,2.9271826189241708,0.6548343276407369,-0.08616004645902109,0.2208651777290198,-1.9949639654906761,1.9199913067196235,-0.07384711311264525,0.9853566445080091,-0.22173276831179578,0.19309965196984535,2.2495195879070735,-2.836790225161266,0.5566749245329845,-0.3354580955959392,-0.2217302609943772,0.19310186102342186,3.098897346893409,-4.075495717621266,0.556676660217363,0.16864657789686532,-51.56269686239087,-17.339317302898873,8.098184897697159,-4.887781481527959,10.90726221105019,-0.035255309852102595,5.815657438260906,16.399259588011958,1.6484195255306533,-0.24917168808246518,0.43384020465396606,1.7309869176596704,-18.855227594560468,-5.843356685710633,-2.845377277682994,-1.662745971312266,-0.9260900413664126,5.356559809552603,-30.471715142511112,35.054969017470384,-77.72844028715906,10.187438294400225,-9.499267854671302
0.03,0.19595550690950272,-0.0015298703795814503,0.0007611563548339831,-0.24736553564296826,0.10058935089487667,-7.754404181311898e-05,0.00019877865995611782,0.2482045324310584,-0.09827200782395235,-6.646240180138072e-05,0.0008868209800572081,-0.0001995594914806162,0.00017378968677286082,-0.32797543237088367,0.6274468887973549,0.0005010074320796861,-0.3003019122860363,-0.0001995572348949395,0.00017379167492107968,-0.32721099238779594,0.6263320538541408,0.0005010089941956266,-0.2998482180798928,-0.13481643634990922,-0.050995679319381676,0.0253718784944661,0.08781547856772512,0.019645029829222106,-0.0025848013937706327,0.006625955331870594,-0.059848918964720284,0.0575997392015887,-0.002215413393379357,0.029560699335240272,-0.006651983049353873,0.00579298955909536,0.0674855876372122,-0.08510370675483798,0.016700247735989535,-0.010063742867878176,-0.006651907829831316,0.005793055830702656,0.09296692040680227,-0.12226487152863796,0.016700299806520887,0.00505939733690596,-0.9683237479753473,-1.3076751654697318,0.5970478074194716,-0.4220748596419881,0.4905165915389471,-0.001215281148372771,0.24977258438282934,1.3395451613050682,0.37212455238036135,-0.0227629609455966,0.1887497833027032,-0.11923904834199561,-0.19807106604532976,0.0035082462045323837,0.5317020499947631,0.8191722979360065,-0.9069904652753777,-0.1211377899156787,-0.19787690915973144,0.6871623263475612,-0.4989380360150335,0.8184148464943064,-0.4977899839457507,-47.85688825949565,-18.495465575492222,6.281920795248856,-8.111062360474534,8.684711890239681,0.007664540642089824,4.5744317333261755,18.80396464087705,-2.6313826249570846,-0.2295927951431976,-1.960055058246081,2.0170423649435754,-17.36551051389781,-6.31974016914654,-2.8308703341734645,-1.585151382278837,-0.9352235018384678,5.399037228352612,-27.98971297007983,32.01585369293179,-73.57724029657035,9.540331210086201,-9.017770078439453
0.06,0.19103952244582764,-0.004236648408085659,0.0020596557363454907,-0.2451109386596143,0.10162016672213839,-0.00015618183665977345,0.0006223526458567821,0.24761465550729134,-0.09620910355076236,-0.00015341146845379837,0.001943516765086849,-0.0005064341264690284,0.00016931541410492484,-0.32594770732018324,0.625372309439705,0.0017392699323017782,-0.30142011599082047,-0.0005081384807139898,0.00016949413159840108,-0.32380353868187906,0.6222150634758682,0.001738591350236129,-0.30014444714533683,-0.16386614878916964,-0.09022593428347363,0.04328331271705024,0.07515323277846547,0.034360527575390515,-0.0026212598282218157,0.014119132863355473,-0.019662564125568237,0.06876347577299954,-0.0028983022217472553,0.03522319283432137,-0.01022915449961374,-0.00014914242226453205,0.06759083502334817,-0.0691526452549951,0.041275416674069726,-0.03727345682613951,-0.010286041527301677,-0.00014325144408928667,0.11358179019722911,-0.13723301260908896,0.04125274520135008,-0.00987430218146656,-0.7972333837042527,-1.4497664550922593,0.5501837728805441,-0.685589671351913,0.33997890669825104,-0.00035242079039710106,0.16409899639496128,1.6240576036716234,0.0359003833590652,-0.02582777206308906,-0.0024780947196960668,-0.11158617846632524,-0.1989233005542843,-0.10377750247978668,0.7520520689398325,0.8366532179903174,-0.971272818430343,-0.11828910438794082,-0.19773164604214344,0.5967746584272504,-0.31929566320070535,0.8334753516028286,-0.5409728162320135,-48.10694215633648,-21.331791011640973,5.2644901462063745,-9.049754584394657,7.043186168308574,0.01695216105610045,3.6460174666072325,19.615161511408036,-5.089751472653869,-0.22503136316819414,-3.3391365215641757,2.1382907226707406,-16.90862400125772,-6.076308014946186,-2.601874652246114,-1.600122419585197,-0.8933625088729306,5.515838948867536,-25.957658312285556,31.84762447579523,-72.85634864358073,9.634908830331604,-8.868528972837817
0.09,0.18540602793681873,-0.0082482162461729,0.0038533205134494877,-0.24347337238047706,0.10295696356542854,-0.0002351368102177853,0.0011936157285129113,0.24848643042682875,-0.09411388893254921,-0.0002636055299629962,0.002997982264868764,-0.0009137363220771333,-1.4189829061866992e-05,-0.3240133820217146,0.623974576944101,0.0037305203287151555,-0.30341246523219195,-0.0009231799204821869,-1.2761893162206597e-05,-0.3198589877833777,0.6178107070007149,0.003726301522719177,-0.30092755174538965,-0.1877831503002972,-0.1337189279362414,0.05978882590346657,0.05458554263790809,0.044559894776338045,-0.002631832451933729,0.01904210275520431,0.029059163984580465,0.0698404872737715,-0.0036731353836399272,0.035148849992730484,-0.013576739853603498,-0.006116841438893061,0.06447750994895457,-0.04659108318680012,0.06637501321377925,-0.0664116413790498,-0.013834714658939902,-0.0060752008253535895,0.13148502995004663,-0.14681188250511013,0.06625700574943494,-0.02610348666842697,-1.3731443253802738,-2.0012081664757915,0.8234969758253499,-0.5545935603351282,0.412311159204922,-0.019471240860985617,0.21271234977755427,1.3368875902170316,0.15675421393211586,-0.04395767188064026,0.07245822181046968,-0.2171393469613747,0.002495139677591851,-0.07601715067400505,0.7047788442237959,0.6776931860728723,-1.0797124681406274,-0.2306800905058708,0.004858654206941537,0.7465617647699219,-0.4652324260397336,0.67129333924413,-0.6163328609432597,-49.91470244904754,-24.968359414200815,5.053706318918296,-10.045654971023636,5.837241540590725,0.0017410901106820799,2.975629653881739,21.008550414840137,-6.838014615304232,-0.2511349276466116,-4.308924299958423,1.9021679769528907,-16.16768787642515,-5.390552922449743,-2.0188721048529286,-1.5161359075278449,-0.7841999535682823,5.296546282826786,-23.905238587906712,32.62030812449946,-72.19333207782314,9.948514346298296,-8.65669024538822
0.12,0.17853670353496756,-0.014060871434088355,0.0063881325687962995,-0.24233494030564143,0.10466484045200311,-0.0003316159005506842,0.0019563199259688396,0.2505614041775615,-0.09187759552179717,-0.00041336149616477024,0.004117660164280101,-0.0015164639299504754,-0.00019544944651882616,-0.32214747215885253,0.6232111454082984,0.006331694592594118,-0.30637655569489003,-0.0015458334417056676,-0.0001906451291365669,-0.31524253129658336,0.6129876413421259,0.006318175700521941,-0.3022653559202914,-0.22897748006170543,-0.19375517293051514,0.08449373517822706,0.03794773582785424,0.05692922955248571,-0.0032159696777632973,0.025423473248530937,0.06916579169109141,0.07454311369173497,-0.004991865540059134,0.03732259664704458,-0.020090920262444738,-0.006041987248565306,0.06219699542873442,-0.025447717860086247,0.08670580879596543,-0.09880301542326862,-0.020755117374116026,-0.005929441199145343,0.15388188289314428,-0.16076885528630214,0.08639580592675884,-0.044593472496724754,-6.308031035738779,-4.0830091023331505,2.2217902987033398,3.2928272061464696,0.5381243862729281,-0.14206418494470663,0.25858940197959246,-4.963011112891941,2.1579241944500183,-0.09349980498566479,1.0925596684728474,-1.6753701996417192,0.3138899242185005,3.244306575630951,-2.783316144561084,0.12799974020940397,-1.1674835022995893,-1.6909540989859124,0.314491550305263,5.011631393349376,-3.6485181655169754,0.12135605035655317,-1.1982143471259121,-56.80231484433653,-31.806946282989443,7.358161547627029,-8.335240902618956,5.618503369739062,-0.1746383544633159,2.8860889168689527,17.94878373670855,-5.971902531583286,-0.4049908821091254,-3.783502280523337,0.5171894642476901,-15.942651903224453,-3.218301228477416,-0.5245204049450662,-1.234249693048112,-0.4846785079608066,4.220621626375585,-21.859601497575554,37.57306320198991,-73.93111126818451,11.450020311606664,-8.530991562809175
0.15,0.1659901512009515,-0.023548234814103643,0.010922555892976117,-0.23823296374527397,0.10685702928622332,-0.0005559527573338191,0.0029517545852064007,0.2481696679266915,-0.0876991703360401,-0.0006472672868536426,0.0062206417653170015,-0.0036270247175013643,-9.420813217913494e-05,-0.31736168637792267,0.6199427293423908,0.009048068622661545,-0.3103913813096577,-0.0036903456520164697,-8.548596983619052e-05,-0.3061156065557746,0.6048809093345716,0.009019270323645604,-0.30468155300760646,-0.4182184111338688,-0.31624544600050963,0.15114744413932724,0.13673255201224832,0.07307296114067355,-0.007477895226104496,0.03318115530791871,-0.07972454169566681,0.1392808395252355,-0.0077968596896290775,0.07009938670123,-0.07035202625169631,0.003374710477989708,0.15952619269766294,-0.10894720219691877,0.09054580100224754,-0.1338275204922563,-0.0714837403436934,0.0035053053100125454,0.30423082469362556,-0.2702244002518114,0.09003648743745543,-0.08053990291050211,16.52608826639193,13.263681331367202,-5.854540417232727,-0.4366207314682313,-2.384171885591151,0.23010468729155686,-1.1023483855100178,-0.5155468743289262,-2.510344073948197,0.23943103840979774,-1.1336102245126316,-5.283511805494072,8.034274643808601,16.36553996082796,-8.415802542235497,-0.8386523217332069,2.777892610663912,-6.375837308608226,7.889937323231706,-42.705505416075674,20.2139988961058,-0.8371907652812922,35.4844091331446,-14.38139509993114,33.68979891625568,-8.03176081291141,3.819774558354641,0.423809786342621,0.20036056301014762,0.7233830205181,-17.877030626906148,-1.1382574088679496,0.25080657798201855,-0.3708105946581154,-43.599744736936934,60.263062065684124,97.92136407650119,-55.80921559724401,26.194930358933703,-3.2755761280129874,-24.34818345321114,-1.1185518193552428,-92.56262389181833,-28.48258168722958,0.0018926707017371193,-3.5114935456051293
0.18,0.16831707830668818,-0.02109828499588845,0.01018789284164648,-0.23452394584322794,0.10690346342341149,-0.0005731953955545528,0.002955075697484946,0.24531393948892546,-0.08578005481683641,-0.000665685142973697,0.007303374164292533,-0.01049274612999692,0.007237880361588297,-0.2978469146322476,0.6091000909884713,0.011009655563169084,-0.3119061035748279,-0.011573111440074675,0.007120616780372721,-0.3354236366894339,0.6149667763335125,0.010966893258016103,-0.2751617818750914,0.0775642368578891,0.08166499394050641,-0.02448876837765457,0.12363393006820138,0.0015478045729390294,-0.0005747546073577902,0.00011070374261817895,-0.09519094792553459,0.06397051730678961,-0.0006139285373351457,0.03609107996585106,-0.22885738041651849,0.24440294979224772,0.6504923915225017,-0.3614212784639837,0.06538623135025134,-0.05049074217233894,-0.2627588596019402,0.24020342500696373,-0.9769343377886446,0.33619556663136263,0.06492076447901667,0.9839923710838361,-0.8782395800796863,0.9244321023285025,0.1584126337252627,1.7118038018910653,-0.4638948870741153,-0.04228079236061344,-0.2436087455768341,-3.287382116223519,0.5187689351361424,-0.010873275405418603,0.2898799557379892,-1.665154565974376,-0.2856368994098375,3.453502249136818,1.3559630558700064,-0.38714902662377426,-2.8117329597031926,-1.140339482742263,-1.0980042250319855,-2.318866252552313,2.0818502729274826,0.15228192347435154,0.9558074336874629,-41.91282652262871,20.2008743131931,1.382977608632328,-10.305959604448558,4.616551775179007,0.05461660410878273,3.0867779411728455,7.96564757237685,-4.759399145041079,-0.12401612258110764,-2.29122453167379,-19.766524626210437,52.30633952373639,40.218319515898905,-66.87275572025109,20.027881927987107,-6.829850912067898,-4.836644888137977,-1.7124710480835788,-17.219148336515115,-2.1719298763555708,-0.047002692629020404,-0.6571772036352218
0.21,0.16985358979035314,-0.017816346285577607,0.00959580116066958,-0.22927430451947994,0.10653239216223295,-0.0006284907468998386,0.0027391489387443404,0.23949956714655826,-0.0833940472560102,-0.0006938889469586281,0.008646998523432255,-0.01885710665186941,0.014312895645886874,-0.27522399086234944,0.5994778193848348,0.012622808379715227,-0.3159513855037309,-0.020482182762600918,0.013338515728052846,-0.36681864645039036,0.6269263085780881,0.01305156992351352,-0.2447817840522576,0.051217049455498515,0.10939795701036148,-0.019736389365896688,0.17498804412493335,-0.012369042039284428,-0.0018431783781761933,-0.007197558624686844,-0.19381241141224015,0.07953358536087388,-0.0009401267994977038,0.044787478637990735,-0.2788120173957498,0.2358338428099526,0.7540974589966063,-0.3207423867878835,0.053771760551538116,-0.13484273096343471,-0.29696904408420804,0.20726329825600417,-1.0465003253652139,0.3986510748191871,0.06948922218324721,1.01266659409446,-1.974732844500867,-0.15149453883293518,0.6952818107304779,-0.29001700107171047,0.14092018488812386,-0.022251289254586304,0.08785054032551898,0.28823809981881254,0.12642964800936873,-0.03245022030531963,0.07756948687994303,-0.06070117952106102,-0.8104955531574944,-0.14201949758330557,1.7565574297182138,-0.36952908599141665,-2.046804672218599,0.13654179594328753,-0.9923142286332194,3.0366230365684554,0.7369693800151271,-0.05189505022679697,-1.674501600983838,-43.994663757228295,17.89450397602345,1.3072924666587806,-15.58643563699401,4.867796167861188,0.13993951533526627,3.2105739495647923,16.948463889670325,-7.733320050586685,-0.10567364443170688,-3.9364906155622252,-11.260653091616529,50.571786696469324,21.45440737500802,-74.82118655470146,18.18791625451394,-8.341249077505369,-0.49871538742112653,-0.6063678980707662,-1.343573406602511,3.772450076173387,-0.004460573312717214,0.017901461719103808
0.24,0.16961284171396732,-0.014670752660216405,0.009629463109350108,-0.22428567849669648,0.10628814906745374,-0.0007038122585742521,0.0026022876662967023,0.23394460909402798,-0.08089425301197554,-0.0007512979492183469,0.010060435420763927,-0.02727609823531086,0.020658464932343707,-0.2527288846402762,0.5914364494679447,0.013903385018869096,-0.3218387916376307,-0.0292683664687782,0.018663331869963072,-0.3954806954784352,0.6395491132646773,0.015089541043806819,-0.21590883767030924,-0.00802493587952749,0.10485312084537342,0.0011220649560176495,0.16628753409278205,-0.008141436492640713,-0.0025107170558137824,-0.004562042414921275,-0.18516526841767578,0.08332647480115493,-0.0019136334086572928,0.04711456324438903,-0.2806330527813816,0.21151897621522775,0.7498368740691072,-0.2680456638963371,0.042685887971795615,-0.19624687112999267,-0.2928727902059094,0.1774938713970076,-0.9554016342681602,0.4207601562196409,0.06793237067644331,0.9624315460649447,-1.5398607081322808,-0.294612201731951,0.4720638323575912,-0.8262780006482942,0.19557721460039446,-0.0017127503395011345,0.11199608777054593,1.2857887839137518,-0.16868597884845649,-0.021551287656810914,-0.09095096450894857,0.39380622648161534,-0.9689455153046822,-0.94015009127952,1.5661072837966685,-0.290735705408224,-1.5708187552011168,0.2970653786312738,-1.0258897182504683,3.141370495751339,-0.8962332555388457,-0.1781082762687376,-2.2105863725693258,-40.21927003461046,17.179943796378545,0.1144926587105659,-15.753152725870134,4.171576901294012,0.1732084463254657,2.8023007815350476,16.822726612055895,-8.834794904422125,-0.06468265704503456,-4.536728039999166,-8.757339546488843,49.99465901876767,16.330092378659046,-74.71963529198469,17.426820107889352,-4.9292787610803614,-0.403990418110092,-0.4422994885418969,-1.0138024264892593,3.75171239703335,0.0028921885075573277,0.03743565070953729
0.27,0.16798621900026245,-0.011790310016413959,0.01008798250715247,-0.2200407026744965,0.10621992546581487,-0.0007806752455542166,0.0025662228728425556,0.2295468609470201,-0.07854627614890451,-0.0008281031103691955,0.011392016450037543,-0.035340664214918854,0.026131983255026324,-0.23107991350035456,0.5848045761064716,0.014922299523155564,-0.32913993465121144,-0.037787191334187335,0.02306484726544788,-0.4213155110603038,0.6513653080212816,0.016967214715458253,-0.18902541902367329,-0.05422075712349591,0.09601475479341488,0.015283979926745385,0.14149919407333322,-0.0022741200546288797,-0.0025620995659988164,-0.0012021597818048972,-0.14659160490026324,0.07826589543570124,-0.00256017203836162,0.044386034309120574,-0.26881886598693316,0.1824506107560873,0.7216323713307216,-0.22106244538243705,0.033963816809548894,-0.24337143378602616,-0.28396082884697116,0.14671717984949353,-0.86116051939562,0.39387315855347554,0.06258912238838119,0.8961139548878649,-1.0537780972702286,-0.3924456117006656,0.24966951523482805,-0.744140927131312,0.1353627948729219,0.004062148598957371,0.07452054447851353,1.1389597300194225,-0.24859371479585057,-0.012630207977168961,-0.1409749921450807,0.4021405336607131,-1.1062342555259193,-0.9572782981819046,1.539358319928624,-0.22312795798370644,-1.4544219275260275,0.24809604040044064,-1.1476472347115276,2.5204543646683,-1.8115022827577665,-0.20956922915847542,-1.6371589798422868,-36.028163362345104,16.695330404433594,-0.7417332175104936,-14.477135090613334,3.4230953747668393,0.1725369047915334,2.3712723633906787,14.455155505784253,-9.028057447850172,-0.043046601483248785,-4.627101526617695,-8.063251424504243,49.61385287446559,15.043483853341476,-71.00121192032985,16.96927770501344,1.8658694444425223,-1.1071878594901208,-0.48504271223321405,-3.434206825224314,2.769894551875663,0.00187652361851018,-0.04220312941241165
