t[s],q_BodyPitch,q_BodyRoll,q_BodyYaw,q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_BodyPitch,qd_BodyRoll,qd_BodyYaw,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_BodyPitch,qdd_BodyRoll,qdd_BodyYaw,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_BodyPitch,Tau_BodyRoll,Tau_BodyYaw,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch
0.0,0.2,0.0,0.0,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.057925758571361,-0.010546084772344443,-0.000504319700642214,-0.0012095290975198125,0.004193624747014457,-7.869989880985457,18.531288411600144,-0.007181535503594461,-8.331601933645743,-0.0012095376182372775,0.004193616381169107,-7.871901740141652,18.535749423334778,-0.007181540526090657,-8.333524984256428,-11.678765062736158,0.03924404099497858,-0.004025108307208938,-0.00370800628496767,0.022449923893190355,3.379571309257042,-19.395100151922772,-0.08220997826668204,9.640977995544002,-0.0037081792782957617,0.02244974319066821,3.3269122432801446,-19.29896999819829,-0.08221008521726061,9.599426362245053
0.03,0.20545213318271424,-9.491476295109999e-06,-4.538877305779926e-07,-1.0885761877678313e-06,3.7742622723130112e-06,-0.3370829908928869,0.6466781595704402,-6.463381953235014e-06,-0.3074984417402812,-1.0885838564135496e-06,3.7742547430521966e-06,-0.3370847115661275,0.6466821744810013,-6.463386473481592e-06,-0.3075001724858308,0.18173777275714084,-0.0003163825431703333,-1.5129591019266419e-05,-3.628587292559437e-05,0.0001258087424104337,-0.23609969642956372,0.5559386523480043,-0.0002154460651078338,-0.24994805800937228,-3.628612854711832e-05,0.00012580849143507323,-0.23615705220424957,0.5560724827000433,-0.0002154462157827197,-0.25000574952769283,1.0857199627649976,-0.0011048136104865602,-0.0015094845664771206,1.0364666842122006e-05,0.0007747428544746526,-0.35008671891540644,-0.3317232885400472,-0.001761492541362486,0.563872110259581,1.0267257792406781e-05,0.0007747656471703834,-0.35073543809008356,-0.3309405339203977,-0.001761542931802751,0.5637327348686085,-24.055061120756573,0.05752605343542848,0.002455593734276748,0.000534774054587056,-0.00762563925467752,6.661161751084459,-28.50956248180623,-0.018862814624863024,10.262560101611198,0.0005345243723958249,-0.007625677296972307,6.637233437142351,-28.466309044043204,-0.01886295073905552,10.24295822236737
0.06,0.21188141433191696,-1.99772848396579e-05,-2.2663115709853937e-06,-2.1678241753777525e-06,8.24579311365321e-06,-0.3444810598327977,0.6630577681811942,-1.4512107193696264e-05,-0.31448939858132874,-2.167927180813933e-06,8.245798568557738e-06,-0.3444850850265361,0.6630665024814743,-1.4512161585585659e-05,-0.3144929855102798,0.21430937164009078,-0.0003495269514849301,-6.041412801358004e-05,-3.5974932920330714e-05,0.00014905102804467328,-0.2466022979970259,0.545986953691803,-0.0002682908413487084,-0.23303189470158486,-3.5978110813346116e-05,0.00014905146085018473,-0.24667911534695208,0.5461442666824313,-0.0002682925037368022,-0.23309376748163457,0.0058544522130574705,0.002788548949450159,-0.0010511633129243192,0.0005777089442347005,-0.0013412573292947982,0.045185614286253895,-0.5807695955331837,0.0013316870312962692,0.35976060979510294,0.0005776793473302178,-0.0013412437657933651,0.0448467701124855,-0.5808216254851004,0.0013316633927331623,0.359852446743389,-27.687791362199945,0.05672401411094898,0.00841552660443501,0.001108315778587674,-0.01892434248330861,7.926210817768437,-30.15685374207926,0.012281211891542396,9.051919294503964,0.0011082782599036493,-0.01892437452054222,7.920072772615738,-30.144144509623583,0.012281202268217021,9.04477440914424
0.09,0.21831596448811144,-2.7953399329700663e-05,-5.024782393024682e-06,-2.7271341131764434e-06,1.151019235862809e-05,-0.35183846171985084,0.6789146841559685,-2.1362314105990875e-05,-0.3211565708735607,-2.7273590926171204e-06,1.1510223004849252e-05,-0.3518450963938434,0.6789280910190106,-2.136243964422988e-05,-0.3211619313326598,0.2144850052064825,-0.0002658704830014253,-9.194902740130961e-05,-1.8643664593289697e-05,0.00010881330816582934,-0.2452467295684383,0.5285638658258074,-0.00022834023040982032,-0.22223907640773177,-1.8647730393439584e-05,0.00010881414787638379,-0.24533371224357753,0.5287196179178784,-0.00022834260195480735,-0.2222981940793329,-0.347416890717291,0.003155931143780627,-0.0003332933941186944,0.0005223445749322764,-0.0017880621357395654,0.17990700171077378,-0.5773383777766412,0.0021317538434288963,0.23008229361880694,0.0005223487370926705,-0.0017880582398248634,0.17999989606153122,-0.5780163863202006,0.002131750535482979,0.23039702066898826,-28.901501931668136,0.0509632334490407,0.011422049164971864,0.0007802791495789097,-0.021890802984115398,8.363803560496965,-30.889625631808,0.02489121258830412,8.472614407912452,0.0007804890222539768,-0.021890884622945785,8.366359260325874,-30.89114803184364,0.02489135811490434,8.471177150657288
0.12,0.22443783944266035,-3.3089175790340856e-05,-8.083217269770796e-06,-2.8163339335360857e-06,1.3165335681437362e-05,-0.3590339473053643,0.6942519955907437,-2.6293942559199477e-05,-0.32761666910153575,-2.8166771410369044e-06,1.3165395025298388e-05,-0.3590431078546954,0.6942694648088588,-2.6294142220939418e-05,-0.32762351983643767,0.20406249848496377,-0.00017119254868800648,-0.00010194782922487044,-2.9733273453214053e-06,5.517144409364238e-05,-0.23984951951711508,0.5112437144925082,-0.00016438761510695343,-0.21533660759916756,-2.9772682806594698e-06,5.517240068163789e-05,-0.23993371536173158,0.5113791263282723,-0.00016439008589031796,-0.21538628345926325,-0.3594442383482601,0.002342883717778299,4.5189600728468005e-05,0.0003911832374825508,-0.0014592255897554196,0.1859052721064529,-0.4921571631044799,0.0019862188795656266,0.16977889023655734,0.00039121193407254395,-0.0014592308736833814,0.18615988001656092,-0.4929234742010067,0.0019862323724169073,0.1700880941871219,-29.521679669668785,0.04593024228009774,0.012416388111190842,0.0003400528827583972,-0.021417720125668126,8.580215947049155,-31.742003227006702,0.027552241020509894,8.458705407328383,0.00034039185785104996,-0.021417842007632085,8.585626038658004,-31.747796806540414,0.02755247799240665,8.45891278278644
0.15,0.23023621458269583,-3.6116356904980584e-05,-1.1100981505861287e-05,-2.553468840161432e-06,1.3507175973466757e-05,-0.36606211814598194,0.7091463655787249,-2.9437974020799017e-05,-0.33392396632829785,-2.553904448791399e-06,1.3507259259432481e-05,-0.3660735754235324,0.7091672074719261,-2.943823566247374e-05,-0.33393202905544717,0.19327917133451597,-0.00010090603715465751,-0.0001005921412030164,8.762169779155117e-06,1.1394676400979789e-05,-0.2342723613539215,0.49647899959937375,-0.00010480104871998463,-0.21024324089207083,8.759089741516849e-06,1.1395474471136454e-05,-0.23434891896123475,0.4965914221022421,-0.00010480311471781074,-0.2102836406336496,-0.3363110411337402,0.001395607646684005,0.00020809832388363203,0.0002386519024497602,-0.001021917524363758,0.17484636912570295,-0.45413408046431414,0.0015222208029541662,0.1557314013339237,0.0002386791445445624,-0.0010219243591294003,0.17517804347781407,-0.4548893910210836,0.0015222364936278154,0.15603149489106727,-29.857392939770055,0.04308046395636824,0.012396373753838681,6.806801822576926e-06,-0.01990617961574539,8.712677689273743,-32.377390526655134,0.025476648203748294,8.5485716713888,7.146872348405688e-06,-0.019906315062982245,8.71768277590147,-32.38208607702105,0.02547690078733671,8.548258523633246
0.18,0.23573190978571093,-3.7887491137604705e-05,-1.393145725045651e-05,-2.075817034581994e-06,1.2929290493568768e-05,-0.3729329272543864,0.7236320148942882,-3.121200675973981e-05,-0.34009110529385944,-2.0763205264557872e-06,1.2929391570350115e-05,-0.37294638275323944,0.7236555496830743,-3.121231625974303e-05,-0.3401001099290547,0.18318984010050376,-5.903780775413736e-05,-9.434919148650744e-05,1.5921726852647923e-05,-1.926284932993295e-05,-0.2290269702801504,0.48285497718544435,-5.913442463135965e-05,-0.2055712988520531,1.5919464077853723e-05,-1.9262256302745554e-05,-0.22909357765690033,0.4829447403716096,-5.913601990897627e-05,-0.2056026957869176,-0.27587809236685246,0.000648298144116044,0.00022574048719231632,0.00013288118294241258,-0.0006023306409979057,0.15106417905971625,-0.40128459331515387,0.0010341364832271438,0.14554703599969798,0.00013290500875484668,-0.0006023375701111888,0.1513688005958045,-0.4018950960773964,0.001034151596996935,0.14578412653895612,-30.167219469666225,0.04211262953775353,0.012037104067362142,-0.00022722003422054898,-0.01836946373674889,8.839202171675261,-33.0356421805914,0.021616884521695294,8.732742867242326,-0.00022696015427376082,-0.01836959230334167,8.842326449910235,-33.0368646516874,0.021617101811932618,8.730958610853955
0.21,0.2409793147055959,-3.9075157040524384e-05,-1.655876655657865e-05,-1.478572164354385e-06,1.1809307436772664e-05,-0.3796677786016372,0.7377565080758679,-3.2055316663776165e-05,-0.3461272519270213,-1.4791220962408136e-06,1.1809420068167679e-05,-0.3796829581624102,0.7377821863077529,-3.2055660419715074e-05,-0.34613698508877716,0.17491349732949818,-3.9588863430656035e-05,-8.757697687073795e-05,1.9908162340920302e-05,-3.733276855987012e-05,-0.22449504490835892,0.4708164393859897,-2.811033013454534e-05,-0.20120488777206216,1.9906614340499122e-05,-3.733238340608122e-05,-0.2245525136390262,0.4708878874892877,-2.8111471999068223e-05,-0.2012291719907489,-0.23092346286595244,0.00016512468391266522,0.00019462440383194446,5.668544250170271e-05,-0.0003031448972681261,0.13314060936474448,-0.3658761118588245,0.0006292199892357075,0.1415957773003811,5.6701255914504145e-05,-0.0003031499087562395,0.13339842928417056,-0.3663491335453273,0.0006292309479931646,0.14178163236329056,-30.454096917665566,0.04238947141965845,0.011657421156211897,-0.00037518949533123426,-0.01718626213799786,8.96141642410447,-33.637034845450415,0.017566226986349843,8.901278830337567,-0.0003750402213730073,-0.01718637468127407,8.962247468353079,-33.63419031439489,0.01756638787576718,8.897797429207198
0.24,0.24601888850890147,-4.011421072792267e-05,-1.9010913899252037e-05,-8.303103958752435e-07,1.0416493972435247e-05,-0.3862828034004597,0.7515517127567747,-3.233232857750039e-05,-0.35203596236061285,-8.308925357027863e-07,1.0416613648104627e-05,-0.38629947498522527,0.7515791087122408,-3.233269672649327e-05,-0.3520462567793727,0.1679857934435196,-3.463512291327608e-05,-8.173824475577962e-05,2.1608725615971382e-05,-4.64271154779139e-05,-0.22050082662741657,0.459840156030225,-9.233730457474114e-06,-0.19695701445305072,2.1607652017934247e-05,-4.64268806687684e-05,-0.22055056076050109,0.4598974134829279,-9.234543559273285e-06,-0.1969757230198502,-0.18901192533608935,-9.773828747694502e-05,0.00014689660026556695,1.2395547464905121e-05,-0.00010300482937886102,0.11733914818373137,-0.3300499947818025,0.00033616476072495516,0.13559994310890033,1.2405643786905785e-05,-0.00010300828329512512,0.1175347116174521,-0.33038427491351285,0.00033617228004345634,0.13573224077231316,-30.752147154014796,0.043285056386657056,0.01138756824798366,-0.00046545395707438367,-0.016407789895831217,9.08546920892476,-34.2488357579214,0.014054191651844941,9.057882647514264,-0.00046541248717138663,-0.01640788552370105,9.084164215047354,-34.24225883565229,0.014054295599972929,9.052851645628632
0.27,0.2508883515794046,-4.1241228874050206e-05,-2.1330854301686414e-05,-1.7089263467768744e-07,8.930976161656855e-06,-0.3927922229659168,0.7650498724423778,-3.230679220657215e-05,-0.3578226328454064,-1.7149789575654374e-07,8.931099773075963e-06,-0.3928102105675846,0.7650786852693064,-3.230717798123236e-05,-0.3578333694532731,0.16231543568343693,-3.7567271537584425e-05,-7.733134674781261e-05,2.1980592039918537e-05,-4.951726035927973e-05,-0.21698065218190463,0.4499386561867709,8.512123642745411e-07,-0.1928890161597837,2.197982133154142e-05,-4.9517129167622155e-05,-0.21702451941197753,0.4499858852355225,8.506248420304052e-07,-0.19290375579668081,-0.158509991656139,-0.000207967599859471,0.00010568941412464339,-1.2799288889198124e-05,9.49643062320149e-06,0.10630258513887725,-0.3021735419520155,0.0001437293083483837,0.13012633614835067,-1.2794011610139933e-05,9.494437431811775e-06,0.10644563275684504,-0.30240342325373604,0.00014373370603948388,0.1302197938800873,-31.048186187375574,0.04437229496977544,0.011248455170408945,-0.0005140817580830051,-0.015970828772785335,9.20597423349328,-34.851067810561844,0.011330090715945934,9.17893777016242,-0.0005141292314678984,-0.015970910826827712,9.202930424398199,-34.84147938831775,0.011330147673233114,9.172659278201234
