t[s],q_BodyPitch,q_BodyRoll,q_BodyYaw,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ALElbow,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_ARElbow,q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_BodyPitch,qd_BodyRoll,qd_BodyYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ALElbow,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_ARElbow,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_BodyPitch,qdd_BodyRoll,qdd_BodyYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ALElbow,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_ARElbow,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_BodyPitch,Tau_BodyRoll,Tau_BodyYaw,Tau_ALShoulder1,Tau_ALShoulder2,Tau_ALShoulder3,Tau_ALElbow,Tau_ARShoulder1,Tau_ARShoulder2,Tau_ARShoulder3,Tau_ARElbow,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ALElbow,q_ALWristRoll,q_ALWristYaw,q_ALWristPitch,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_ARElbow,q_ARWristRoll,q_ARWristYaw,q_ARWristPitch,q_HeadPitch,q_HeadRoll,q_HeadYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ALElbow,qd_ALWristRoll,qd_ALWristYaw,qd_ALWristPitch,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_ARElbow,qd_ARWristRoll,qd_ARWristYaw,qd_ARWristPitch,qd_HeadPitch,qd_HeadRoll,qd_HeadYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ALElbow,qdd_ALWristRoll,qdd_ALWristYaw,qdd_ALWristPitch,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_ARElbow,qdd_ARWristRoll,qdd_ARWristYaw,qdd_ARWristPitch,qdd_HeadPitch,qdd_HeadRoll,qdd_HeadYaw
2.1,0.1278733675211299,-0.013366500799745775,0.006627646115788756,-0.08403202938464889,0.04311591187927103,-0.004834257554820463,-0.030769619628559036,0.0890417265141086,-0.05059908461062614,-0.0029619462953373843,0.026536943759099423,-0.07922759125800291,-0.0028711736260167197,-0.031802940921047206,0.3930508870035657,0.008951727264971345,-0.42041518234820413,-0.08127041297933628,-0.006914936075551156,-0.43939446157170314,0.34881722712327795,0.01551549947873317,0.06611290135979143,0.123088556326242,0.18548123375347236,-0.048325576483999,-0.18150490470342984,-0.1805067347126389,0.0008159491383041698,-0.09083435819841537,0.061025911496659854,-0.24913571756731762,0.0015198071058735098,-0.12572359260395166,-0.01008465608105285,0.17064647502017063,-0.004197466737325293,-0.19451955014079125,-0.10492338688325446,0.002255246708292209,0.036767219231104674,0.17756443915336562,-0.1625940775192346,0.09765538472321865,-0.10409042040700364,-0.1380064122851711,0.409490985969434,1.4284155114177821,0.019863630559623147,-1.2621661380148517,0.1784474341528366,-0.0055282798267369815,0.11777204609556602,1.1952265260489447,-0.3620839407780485,0.007272774882080377,-0.16493714640257195,-0.09725081008105008,0.9318217017087989,0.029120301433579243,-1.0930434955052988,-0.6108461528342559,0.034542548192803224,0.14885841183439652,0.9583948913524409,-0.9331412004177935,0.7459544247291774,-0.6166147469176622,-0.8676787644269552,-10.905505746768359,13.3012098035699,-0.6811155374720584,-2.078114073796451,0.17324025369164325,0.0060191516129503835,0.16743640576107527,0.4683957995132184,-3.514321744881419,0.008349189234859835,-1.500861741194739,-8.190251432833017,10.865843707993996,-0.968722912049656,-36.99374492852008,-6.012708590181371,13.643911952512774,-5.781558228923098,10.568625593745935,-6.636411063955607,-13.148541926816884,-2.7011279459084867,-0.9005687086977175,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.13,0.13193456609828966,-0.006516489826865601,0.005195756088772447,-0.09061312604996516,0.03786131252862942,-0.004814754532515401,-0.03338865553302549,0.09194820773245245,-0.05839903168434592,-0.0029098065847673067,0.022616792549218556,-0.07961765666950744,0.003086860156126318,-0.03190265665187674,0.3862315613533872,0.005254264120922881,-0.4203164366535818,-0.08003342383175219,-0.0007254474987329904,-0.4451121109776562,0.3524182476472308,0.011837833594297164,0.061191798103252044,0.13537328590532502,0.22833369909600582,-0.04772966756721031,-0.21936988884387537,-0.1751533116880538,0.0006501007435020604,-0.08730119681554839,0.0968827072781282,-0.25999823579065906,0.001737990352335921,-0.1306717069960288,-0.01300218038348435,0.1986011260714346,-0.003323857694317916,-0.22731085500595022,-0.12324877146828214,0.0032915231540763057,0.04123297158613657,0.20631628589393886,-0.19058831353176842,0.12003401746509397,-0.1225888628145335,-0.16403677521797977,0.37277372509926177,2.2593218094330467,0.15749116423050502,-1.9087202137682748,0.27661154882687633,-0.01404483409640589,0.1860419757851579,1.8539902694967765,-0.4720813769633132,0.004470827272432976,-0.20309965683663922,-0.11479227832182914,1.4724743083944247,0.22578194478934677,-1.5885113101030583,-0.8633231706053266,-0.09615603677730178,0.21997545521651318,1.5090246002865513,-1.3642161603809768,1.4289899316941899,-0.8744697858699055,-1.5705669342273154,-10.609755874956173,18.528361360708857,-0.37761781739788625,-6.323352446012154,1.1834717376854365,-0.025153997776657284,0.7640126109277117,4.680203181928873,-4.2509135499656585,0.018996961547407914,-1.8291274329547977,-8.058910244220096,15.53098400273582,-1.7206430781639523,-42.35204029030441,-6.935287513072332,14.044156032218412,-5.631915304728467,14.935392810266043,-11.047424762692692,-11.3074725578199,-0.6301080425579464,-4.129354879578611,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.16,0.13633126102803875,0.0023669107745043147,0.0039056081095635922,-0.09891207090767287,0.032855663571931995,-0.004807891860897104,-0.035840253659285295,0.0965232801933434,-0.06662385199733267,-0.0028536431296520394,0.018513851648184716,-0.08011103513150163,0.010370120815824339,-0.03179916863239587,0.37798257552411596,0.0007798101233296231,-0.4203042313920591,-0.07859845677447323,0.006822163218343071,-0.45205755492795213,0.3573053591097084,0.007373144902578245,0.05485718460590807,0.14655649765830286,0.29611335337899725,-0.04300493264029516,-0.2766314952569236,-0.1668549652232475,0.00022875572060988375,-0.08171993754199365,0.1525024153630315,-0.27416067709955844,0.0018721151705089103,-0.13676469670112798,-0.016445948733139225,0.24277535532326733,0.003449600649362487,-0.27496619430904196,-0.14914846658644193,0.0004068420507572523,0.047832235242631964,0.2515870239025354,-0.23151479834319771,0.16290371541591966,-0.14882295639063067,-0.21115378324479922,0.3567151885675539,3.1688611181808852,0.245977210563872,-2.656410991462213,0.3484395319371565,-0.020174892619967633,0.23558425971034502,2.6695396082880194,-0.6313274999102099,0.004228015950806574,-0.27268704598298044,-0.017408338623909003,1.9362789782435073,0.37634599959832826,-1.944783647952363,-1.0674884309055415,-0.2554494101354976,0.3633017506640783,1.9869074866702476,-1.830537458809573,2.0740161589925776,-1.093707924431044,-2.191213315668051,-11.519925600401747,24.356262172656535,-0.1625519877335973,-11.070026733859692,2.5099817518844647,-0.06419911525889468,1.5354158602199748,9.189773868565062,-4.610168071516968,0.023836491554426933,-1.9614354235886695,-8.501573241747911,20.31664245462253,-0.7936739708691569,-47.64596946121114,-7.63450226301914,11.792727468446309,-6.190287448840333,18.194008102010894,-15.60138457158889,-6.983490202389418,1.2266639337626797,-2.0511450140057867,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.19,0.14104899962749862,0.014102286382237029,0.002836839619862222,-0.10960178565769657,0.028163610193978013,-0.004819186592636779,-0.03807982595180579,0.10350093830169356,-0.07541686706023862,-0.0027936744601810464,0.014165492405766193,-0.08062008109825732,0.019396032555941516,-0.0313569692132765,0.3679832844116876,-0.004655383462078622,-0.4205219305996583,-0.0768365181415966,0.016157990673422357,-0.4606504825911767,0.3640590851152793,0.0019241190788713853,0.04655047912446285,0.1572579533153295,0.39117918692442377,-0.035625616323379,-0.35632382500078996,-0.1564017792651328,-0.0003764910579891452,-0.0746524097506833,0.23258860361167208,-0.2931005020968647,0.0019989556490331074,-0.1449453080806174,-0.016968198891856495,0.30086372467057254,0.014739980637312335,-0.3333097037476128,-0.18117311951360818,-0.007256640253307675,0.05873128776255431,0.3111942485026428,-0.2864309221074849,0.22512420018569698,-0.181634194123562,-0.2768901827148408,-0.4108768008318968,4.117648640936039,0.2318897304943981,-3.2065788720082367,-0.009782105021407972,-0.02316279717057479,0.05050935584993077,3.1312667122341757,-1.0985366285875813,0.003645583711825884,-0.5057261112634173,0.1841778080469112,1.8042280524053638,-0.0750152095654073,-1.9513122104590366,-0.8407823168067807,-0.3548019374834439,0.4067269682578285,1.8452567921112006,-2.6032168692753004,2.50378830343935,-0.8894141984054613,-2.4863002008856796,-15.942929774029267,28.35186187197896,0.12036090745252735,-15.065319942481546,3.7728386636826934,-0.10788719515204642,2.2098826090231296,13.018943511077124,-4.40761428903616,0.019582958226891656,-1.889376761443652,-8.601157084708554,21.629942706562176,1.180236468484824,-49.685214635334795,-7.421058378443859,3.71756823204019,-6.812582743143942,13.238863214598581,-15.813271664783246,-6.298201362400754,0.8775378440655819,-1.7353880448613062,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.22,0.1453969491062098,0.029543545766812177,0.0019767718876058105,-0.12317742139252769,0.02346275292150476,-0.00485132784182997,-0.040273939824061356,0.11329673645105448,-0.08519856508887338,-0.0027304247653694097,0.009361979663210597,-0.0809633670377708,0.03004574954322352,-0.030982283482765997,0.35622781230984607,-0.01084728113261297,-0.42105895155099266,-0.07470852523728792,0.02715454924140172,-0.471586305436749,0.3730662205939456,-0.00432537952340039,0.03600610346222051,0.14493164929037258,0.514708646152505,-0.02866892440854706,-0.45252119116103706,-0.15669524241577504,-0.0010713749731063888,-0.07313712907518537,0.32652660497869734,-0.3260566009544922,0.002108323160387884,-0.1601170914185199,-0.01144286465044916,0.35499056624273345,0.012489524350350115,-0.3918490700613839,-0.2063965890178116,-0.01790069837781099,0.07093309681028917,0.36655195226597886,-0.3645274281857439,0.3002378492888775,-0.20831662007572582,-0.35147918874141115,-9.216434378982587,8.260783112112875,-1.299993768528715,2.9208738810516373,-2.2770161103325357,0.09799282320814928,-1.1652860351145442,-3.4792653408256697,-0.9448636754844593,0.043962220324087475,-0.2578797843522125,-1.4430602484467272,3.759333087257005,6.393549264992856,-14.990235006081662,-0.6426782810322038,4.105528127841808,-1.5265202647404124,3.664206830702824,1.7600056056642188,-2.6915118227319255,-0.6856560291431038,-2.8671074535931904,-28.103352859491466,36.407879079294254,0.8150118828947723,-14.546457100460392,3.5629905182662576,-0.09808401315643345,2.033998502217567,12.631203639522418,-3.610091746349913,0.003169127044403762,-1.4311698109951614,-8.92211011320193,25.750770392123744,6.996085878731726,-51.608507646797,-8.519483056489248,3.9361946284817755,-7.576330443370632,7.977160036922487,-12.557062954899662,-3.229615659392046,0.4523173160617958,-0.9514595067665361,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.25,0.14145010764383664,0.05241950995228892,-5.329023632644463e-05,-0.13412427063441232,0.01671258114973223,-0.004795275550135827,-0.04351681112792,0.1199611957936723,-0.09583064042544416,-0.0026276090722660945,0.0043263751147380085,-0.08260540720088633,0.044078866309036825,-0.024853403413761924,0.33098112870253105,-0.017617589256076302,-0.41790099718726936,-0.07395440057124562,0.04144889395701363,-0.4809381232372235,0.3796509954321532,-0.011191968551900957,0.022881331091744304,-0.13156138207910503,0.7625321395158913,-0.0676687374644085,-0.36489497472948795,-0.22500572572575112,0.0018684097231380895,-0.1080957101286217,0.22214864475392726,-0.35440251121902594,0.003427189770110508,-0.16785348494908628,-0.05473467210385098,0.4677705588604436,0.20429600230013578,-0.8415561202438337,-0.2256769374487777,0.10526514545744325,0.025137488868076804,0.47647815718706354,-0.31172726001581735,0.21949249460691972,-0.22888630095001894,-0.4374924123492069,7.136469707835133,-21.72906246567048,1.4569379998340537,7.619357699170877,2.9556120578368734,-0.020121104247522226,1.3465406022488615,-5.589705392034588,5.650215630120741,-0.03138502994873571,2.4095218823823252,3.5780139862631017,-19.89782610889904,-13.922601448498991,29.340175544392686,3.6810472748476712,-3.4909924206169762,2.8080023447558915,-18.675043400643858,18.01785212143932,-11.983976883379341,2.6073853186389897,4.022945623981286,-36.62612849418003,-36.559885874714105,-0.9062416404777626,35.27175176281999,-3.190300881449969,0.3657764312235855,-2.0346581775580628,-29.501889787325045,9.21643743160161,0.13935789841614926,4.52879242857038,5.562769187248598,0.5627247509224025,-25.081036866297286,-5.220040098104285,-0.06556308241434786,-1.2002243758708893,12.18137821805811,-69.9652994328243,79.61682144887244,-42.142008088049685,-17.009444056029945,-25.47432765884955,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.28,0.1439260889185151,0.055739317918662226,-0.0007721081604080515,-0.13821369794704316,0.012622460230012884,-0.0047573322522644545,-0.04554779588975468,0.12159492028345899,-0.10137752169490627,-0.0025530399061166414,0.0014593402604095125,-0.08102723477636506,0.040203939576841,-0.031254864648406946,0.33214060308516946,-0.02107495483217673,-0.41788493600210136,-0.07067307379492302,0.038935699612046064,-0.47407387412840263,0.3754501910753194,-0.015711910793626434,0.013377209782851255,0.08253270915594893,0.1106602655457769,-0.023960597469386898,-0.13631424375436166,-0.13633736399064492,0.0012647765957124228,-0.06769949206115586,0.054457482992889605,-0.1848960423154037,0.0024856388716484367,-0.09556782847761652,0.052605747484042065,-0.12916422440652753,-0.21338204115483395,0.038649146087946784,-0.11524551920334757,0.0005353728389339701,0.10937755921075355,-0.08377314483225218,0.2288083036273622,-0.14002681189446053,-0.15066474139084923,-0.31680404362976833,-1.4363936049425234,-1.7230585715184787,-0.14012592096801768,3.22476094714235,-0.1525772044875282,0.04965844227600913,-0.08873637033805437,-2.488556556846504,1.0452711466449394,0.019230587679592404,0.5683589069520032,0.3080610120490519,0.3127173136983572,-0.886110434002326,1.1958537744907716,-0.20470393905902995,0.7993179929526875,0.20410106926254912,-0.7787083405364257,2.3011708391331354,-0.12420955130357925,0.44913628223366686,0.03237880376696012,-39.36044354001805,-21.960333207728304,-2.5955453967452544,13.90524346499884,-1.9282102128619947,0.18461806287311025,-1.501495997919438,-12.773053111862309,2.6524801614483415,0.16125190913332232,0.8619216304539952,0.06996089632347272,2.8920870128590983,-1.0221641704842441,1.0295013326324036,0.06717473435425991,-0.3913416110882484,3.3742716045400405,-58.20757651778742,47.079342413769524,-38.72796860829221,-17.3831539345169,-20.36455830149526,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.31,0.1451093159487453,0.057508373170668904,-0.0016170394133608744,-0.1394008404072459,0.008395019826254761,-0.004674696356344673,-0.047658643384893604,0.12098894387208382,-0.10598365893238794,-0.002461163211055555,-0.0008961715776621805,-0.07917180744099965,0.0366104584269737,-0.038453825273654055,0.33437634586484954,-0.024716553953430285,-0.41714948862327594,-0.06720805605626412,0.03572166776059572,-0.4651385712643619,0.3711375981223124,-0.01982763038134161,0.00390222939734847,0.03944090100767323,0.058968508400222545,-0.028164375098427428,-0.03957141534009116,-0.14091468012527075,0.0027545298639926963,-0.0703615831712975,-0.020199213712505507,-0.15353790791605554,0.0030625565020362087,-0.07851706126905643,0.06184757784551362,-0.1197827049955768,-0.23996535417490372,0.07452475932266993,-0.12138663737511847,0.024514912627514592,0.11550059128863002,-0.10713439504834495,0.2978434288013563,-0.1437530984335679,-0.13719065292383922,-0.31583267951675953,-0.9600921931544661,-0.5514789486505975,-0.3323970422180196,0.49528850871887187,0.029993225086059283,0.02007649322880356,-0.002903182774144142,-0.4159313630641748,0.30994097456495595,0.016639920075940395,0.1508311351756113,0.013721134886225173,0.11317931523007019,0.7190985427579655,0.8979864368221158,0.06515629685014801,-0.07547546515390735,-0.04519656476759337,-0.11816617254741857,0.06854720597851838,0.40566715436671075,0.44582328920660075,0.44842731319999984,-39.57182966768409,-19.686197513338904,-2.314708981171493,8.23507085611438,-0.3118784788187127,0.0927991665288061,-0.6286268745633677,-8.542781787028169,1.8117105681632224,0.1309752833349488,0.3804895433839157,-1.3708241983346183,1.1933586056415049,5.9681822569910254,3.5288986372666047,0.010846555344416286,-0.12803620019869652,-0.9497827178551873,-55.84323228952804,37.301704819223794,-41.66280707504543,-17.140661699471206,-20.042764216020593,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.34,0.14542846000513648,0.05878109736889004,-0.002761128004309915,-0.14014222320960165,0.004194573325074092,-0.004573991616518969,-0.049772103744529256,0.1200086292339509,-0.11031084929276115,-0.0023543105879261224,-0.003115935394075823,-0.07730403108423664,0.03311883866081346,-0.045005597210418996,0.33742027643766953,-0.028299512407518705,-0.41648196916308905,-0.06378371522589606,0.03240128635385269,-0.4561415759149406,0.3671901056082354,-0.023542109008770844,-0.005169166406274316,0.010638135213039246,0.04242413994070462,-0.03813628636496801,-0.024712760078525006,-0.14001488337268897,0.003356824660856803,-0.07044867865452183,-0.03267715460443075,-0.14423967867910686,0.0035617541043144207,-0.07399212721378809,0.062259211892100375,-0.1163873255386747,-0.21839239789216475,0.1014643524273334,-0.11943194846961402,0.02225064867289737,0.11414469434560222,-0.1106793802247675,0.2998998449807118,-0.13158308380256659,-0.1238159542476412,-0.3023798601207595,-0.6737915601016908,-0.4155725493040592,-0.20840461753516593,-0.20135706352795069,0.21480218933279005,0.00317267457501913,0.0981582129533507,0.0717706131294733,0.22445099376429312,0.006914786864938183,0.10334351824531396,-0.04370745496174777,-0.017388095360558964,0.7904623842114091,0.5132228837181714,0.25057123217243316,-0.410668156286242,-0.23041114546560948,-0.00983087677221306,-0.3783965096807833,0.3430068270383799,0.38170281141992746,0.6251377553026032,-38.221912106846744,-19.25330544777856,-1.7169194742130507,7.766996252617651,0.47649786720629084,0.07921366513352747,-0.2080778635137276,-7.73059587814109,1.9301146474948796,0.1154203388985971,0.43871353616918063,-1.5861132372535454,0.7690411634591415,6.9596174840811935,3.8648033318484902,-0.004323259882231667,-0.09902510989641762,-2.49162418422023,-55.261451846724164,34.110204614419736,-42.67872442872506,-16.65866007497831,-19.716761481443413,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.37,0.14514119165743614,0.05967980627273753,-0.0040927807510406046,-0.14106482736913256,0.00018744879429293416,-0.004470431469575748,-0.05179722171250689,0.11909290814763451,-0.11443603375874649,-0.0022412346566182454,-0.005242690044068682,-0.0754755914369392,0.029611569608828714,-0.05084595300139367,0.34092610760583586,-0.031656956752651934,-0.41618405104355977,-0.060566744426447036,0.029072057158014676,-0.44748513742423196,0.36355131923849293,-0.026913055105922144,-0.013677938230124758,-0.009575611590011478,0.029956963461582845,-0.04438842489102299,-0.030753471984363526,-0.13357081769270526,0.003452004898107377,-0.0675039322659213,-0.03052403621054655,-0.13750614886617807,0.003769197710262566,-0.07089182166642867,0.060947988243247944,-0.11690896839949147,-0.19467852636582247,0.11686103893887854,-0.11191481150444103,0.009930603984310112,0.10723235998163394,-0.1109743065279339,0.2885479496902883,-0.12129287899141519,-0.11236486990504338,-0.2836257274616814,-0.44435018451978436,-0.4142096864235896,-0.08729745244085052,-0.2491919954175259,0.29107915199790924,-0.0022824628167601446,0.1417496381252974,0.14253554486650444,0.23881996119442306,0.0016237937430236826,0.11245460344656166,-0.03938623624159732,-0.03693062138405878,0.5122125035018321,0.3524167219844827,0.3096932153901264,-0.34978949003013327,-0.24240208432303234,-0.01911790996207685,-0.3736594396638111,0.3066783202297074,0.3428651331637411,0.6081731957631291,-36.63510327781281,-19.153879943369123,-1.2790100102821564,8.519260803349448,0.8051960600709742,0.09721011060312006,-0.045695300111249205,-7.696393900969256,2.1226300888049017,0.11409389586199052,0.5364586690101688,-1.467655687599338,0.8168645556896972,6.349873667358002,3.6497183806262328,-0.0046088200588200534,-0.12375925813832854,-2.88455035646542,-55.1378403522242,32.881316471854454,-42.78424380986669,-16.0333691213769,-19.278337673209457,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.4,0.144454008143668,0.06020572645880378,-0.0055030012049680594,-0.14221170432453925,-0.0035577044996901053,-0.004368925539167611,-0.05369476500617176,0.11830546905169798,-0.11834628025965685,-0.002126697310941647,-0.007268235550959637,-0.0736825994022592,0.026071062997598315,-0.056225317539216696,0.34474911382378826,-0.03473567720393405,-0.4162009434650576,-0.057567935502888745,0.02572562184321079,-0.43916499242922075,0.3601885433569572,-0.02997542258322608,-0.021639354177788384,-0.02290611712560501,0.017530672868875156,-0.047007348464248505,-0.038229231846889304,-0.12483844313276798,0.0033835310136045727,-0.06325144312216238,-0.026247969864551416,-0.13034155003034537,0.0038179115225532765,-0.06751818356303183,0.05976640115600002,-0.11801688704101324,-0.17931215126076752,0.12743354059841303,-0.10262401504273724,-0.0005630807165938854,0.09996029745194297,-0.11154784382679621,0.27733816650037396,-0.11209252938452396,-0.10207891591013114,-0.26538053158878755,-0.2893198078730208,-0.41150965806977524,-0.012969163274505036,-0.14044108208759098,0.30906567270791996,-0.0025208859111400805,0.15303553103255396,0.11734864748552809,0.25735894396411396,-0.00036194599424366203,0.12353444028117089,-0.02137585428130251,-0.0408410636761829,0.2597658524478028,0.3288783220935798,0.304791904901208,-0.1814839459716957,-0.20381195190196877,-0.050017616466533354,-0.2794429381100372,0.2962493602130962,0.3177068674212933,0.5350508459475805,-35.30547344104136,-19.142919627360218,-1.0279304486692453,9.251844965692129,0.9644844788220692,0.121295931065822,0.019699383590310197,-7.746052933117617,2.262656702157295,0.11882989738047732,0.6027760670930751,-1.319140100568713,0.9479072870222987,5.613011034235683,3.4113543583121393,-0.0024559195217186383,-0.14928405267505865,-2.905678914932391,-55.067318285647325,32.12629227059655,-42.67732149845397,-15.343838518674,-18.830702342430968,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.43,0.1435064368028141,0.060361287952607236,-0.006924893905842569,-0.14348497825382475,-0.007024698688236017,-0.0042696884060795,-0.05545457632190733,0.11762364373849842,-0.12202490371099951,-0.002012485716659868,-0.009182600061597539,-0.07190884563643238,0.022493799429059352,-0.0613708928098367,0.34886811053162486,-0.03754008494080508,-0.4163811714379299,-0.05475255733604223,0.022334170673587023,-0.43109634607850855,0.3570923918996133,-0.03275185387985085,-0.029119224364099187,-0.03158571136179563,0.005185383126781899,-0.047396423362483654,-0.042442464309517036,-0.11556647295153039,0.0033079044362703705,-0.05866037719118576,-0.022727510439985575,-0.12262078171142195,0.003807053142725967,-0.0638121503545967,0.05912512552756095,-0.11924211895129873,-0.17151917568733344,0.13729989026122041,-0.093480257895701,-0.0060075990957447565,0.0938459388948839,-0.1130483723207922,0.2689548783570728,-0.10320504857813108,-0.09254770988749235,-0.24932900621036014,-0.19471783448106095,-0.3964099762319222,0.025984827166354307,-0.03310796833147833,0.3073980381755632,-0.0012668974394807186,0.1530398784032947,0.08408117735255871,0.26882043601538186,-0.0008804440922691725,0.13045924996450609,-0.005305895348868717,-0.046977940696194764,0.0979954051168832,0.349092769633117,0.2797789026865303,-0.03879333602644053,-0.16319719520089393,-0.07740879032873238,-0.1949668566815035,0.29102504608249546,0.298926184253105,0.4572029289404327,-34.265408370691105,-19.183457523149887,-0.8965931646467898,9.688799883577461,1.077965251779296,0.14175303725987848,0.058660406074173194,-7.717782238579362,2.3446189145779015,0.12450097291457705,0.6359491869012933,-1.2101113238155579,1.063568465078233,5.069533899292007,3.254284643620534,-0.0007840261591443854,-0.16613643966295885,-2.834446878476474,-54.921125582578156,31.418311845568095,-42.57067620054262,-14.626886302580598,-18.404931208801504,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
