t[s],q_BodyPitch,q_BodyRoll,q_BodyYaw,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ALElbow,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_ARElbow,q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_BodyPitch,qd_BodyRoll,qd_BodyYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ALElbow,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_ARElbow,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_BodyPitch,qdd_BodyRoll,qdd_BodyYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ALElbow,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_ARElbow,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_BodyPitch,Tau_BodyRoll,Tau_BodyYaw,Tau_ALShoulder1,Tau_ALShoulder2,Tau_ALShoulder3,Tau_ALElbow,Tau_ARShoulder1,Tau_ARShoulder2,Tau_ARShoulder3,Tau_ARElbow,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch,q_ALShoulder1,q_ALShoulder2,q_ALShoulder3,q_ALElbow,q_ALWristRoll,q_ALWristYaw,q_ALWristPitch,q_ARShoulder1,q_ARShoulder2,q_ARShoulder3,q_ARElbow,q_ARWristRoll,q_ARWristYaw,q_ARWristPitch,q_HeadPitch,q_HeadRoll,q_HeadYaw,qd_ALShoulder1,qd_ALShoulder2,qd_ALShoulder3,qd_ALElbow,qd_ALWristRoll,qd_ALWristYaw,qd_ALWristPitch,qd_ARShoulder1,qd_ARShoulder2,qd_ARShoulder3,qd_ARElbow,qd_ARWristRoll,qd_ARWristYaw,qd_ARWristPitch,qd_HeadPitch,qd_HeadRoll,qd_HeadYaw,qdd_ALShoulder1,qdd_ALShoulder2,qdd_ALShoulder3,qdd_ALElbow,qdd_ALWristRoll,qdd_ALWristYaw,qdd_ALWristPitch,qdd_ARShoulder1,qdd_ARShoulder2,qdd_ARShoulder3,qdd_ARElbow,qdd_ARWristRoll,qdd_ARWristYaw,qdd_ARWristPitch,qdd_HeadPitch,qdd_HeadRoll,qdd_HeadYaw
0.72,0.15675324245506694,-0.05106928738216348,0.019734949466531735,-0.11080274247355555,0.13919634669207126,-0.003074946937403674,0.01837345656522286,0.15136069144212114,0.017819423482724174,-0.001841993416574648,0.060780863763292545,-0.02048792982145157,0.021311742618659535,-0.22515150674717466,0.453855980468964,0.049119396099412585,-0.24001035292467335,-0.024877395430648968,0.019537948361693914,-0.32827047529303255,0.48096694064355167,0.04978428297510578,-0.1522101979394282,-0.0320242976946149,0.018695693090999856,0.020990035805865122,0.14246505022479036,0.02987861266475904,-0.0033010686242984015,0.015223271327778431,-0.09863635034365595,0.10997261927530384,-0.0021012177507439634,0.057944276733466936,-0.0619675481786601,0.0912406024212762,0.24526081827546956,-0.2470016036309693,0.04835247323631732,0.049437450163641185,-0.0788709354357644,0.08077611516900617,-0.17531124066490245,-0.035313157666428535,0.05611058830146306,0.2969689279481489,0.0049330181219033875,0.14036683103032033,-0.05285931727128457,-0.20393729461682852,-0.1123814275248769,0.0040019057701286,-0.05371744992731209,0.12669972269735297,-0.23591190201737433,0.002761072532994957,-0.12107138101747417,0.0313977724104717,-0.1607605308273179,-0.1253801210903589,0.3919116305251009,-0.18919690890504626,-0.25029958555569465,0.008182256858248138,-0.1714799360732684,0.06534486014382779,0.005551608989168955,-0.18164549824106757,-0.08151831319898051,-24.083090280334094,22.742754345889647,-0.5860232034052599,-0.15884538634914597,-0.4008528887417671,0.005331455188347949,0.49370788589253617,-1.90297081656451,-4.010353601410976,-0.028087525900171294,-1.415135974983393,-2.1042784128872913,47.3732928365433,16.992855167277188,-43.32981569784336,4.394742104103913,25.168378756971396,-1.8050833475553967,-1.4547128278868915,-5.385974142359604,1.0059018158839694,-0.001328793053893049,-0.19233537093806521,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.75,0.15579695324053822,-0.05038208644150619,0.020317077155163534,-0.10671233453196699,0.13999156178724165,-0.00317037728093951,0.018781809000121632,0.14851563068223908,0.020906281349167652,-0.0019025449838172713,0.06241022782238083,-0.022318698271641946,0.023904276213553236,-0.2179065243078919,0.4467986528275075,0.050399693078487566,-0.23875249904676424,-0.027236159462549477,0.021806899874298156,-0.33347100213885017,0.47991254236164904,0.05130411967573271,-0.1433744965828628,-0.0318763071509578,0.022906698021909467,0.019404256287726584,0.1363469313862855,0.02650716983901273,-0.0031810114511945436,0.013611747829959069,-0.09483535866273536,0.10289526221478261,-0.0020183855747541147,0.05431213530294271,-0.06102561500634595,0.08641778649645666,0.2414994146427588,-0.23524425471521626,0.042676565969165935,0.04192846259697035,-0.07862546773001695,0.07563171708680812,-0.1733508948605876,-0.035146609396753466,0.05066122335423103,0.29452337855217947,0.0042750887232330115,0.10770945354992989,-0.053254862774196,-0.19425457606297414,-0.116350859785598,0.0038458902948586005,-0.05657313436263678,0.1118656138352776,-0.23168211631223556,0.0025311282382627365,-0.11938270208860224,0.028614812645130883,-0.17054394712123155,-0.12152265644471072,0.40339397626712525,-0.17578835281051397,-0.26652458073749585,0.006557097887750274,-0.17952376334253017,0.06843529128587278,-0.011087040994091524,-0.16964332014873662,-0.059081701203012926,-23.398062844387916,22.797740029493074,-0.5535047105090135,-0.09321479102594053,-0.5312992191482655,0.0032959110206506026,0.4243827671097466,-1.9610517480594993,-4.015911283586451,-0.03220490104056982,-1.3979927911280623,-2.1098724326810716,47.06720233565842,16.37585008287679,-42.57615045468521,4.038052198296287,25.352357517743215,-1.8993375324177617,-1.4889021220307825,-5.630561161032886,0.9233117340821868,-0.0013659848528030686,-0.1933517876103122,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.78,0.15484451160586038,-0.04959794699265397,0.020851275467298556,-0.1027967557088351,0.14068206110860498,-0.0032623463232099737,0.019139245614094032,0.14577124897480878,0.02378462531093012,-0.001960818535645458,0.06393214744958937,-0.024123713390451707,0.026343320256037826,-0.21077091225940936,0.44010437976469147,0.051521780540033084,-0.23773451729151887,-0.02958902210635101,0.023914279999894122,-0.33860993722251054,0.4788481657428518,0.05267127738822577,-0.13459196875738014,-0.03174805448926081,0.026137981628407365,0.017806610404500704,0.13051929410439628,0.02301664404544479,-0.0030656347423487855,0.011914553799079965,-0.09147939024767704,0.09594479872541554,-0.0019424517276062326,0.05073065424028464,-0.06016717062699203,0.08130146808281971,0.23785373494941747,-0.2231424354272025,0.037402915384850514,0.03393272517484547,-0.07842875479338444,0.07024600418653221,-0.1712978361220114,-0.03547922062657621,0.045571923749768935,0.2927509275160891,-0.00011479586507867623,0.07519863329974896,-0.05266478495128979,-0.1860328854156279,-0.11860585124792777,0.0037073260725173363,-0.058500939915580474,0.1016751178209141,-0.2269408061176943,0.0023830442404229046,-0.11745178410046897,0.0269395405737356,-0.1842219018479767,-0.12063228624896283,0.4174987830203918,-0.1632193630874781,-0.2844139489616282,0.0059189891946545,-0.19166431088028446,0.07906878804483952,-0.0340569909934203,-0.1583891675980169,-0.04429870535577152,-22.75569051124392,22.874213473903563,-0.5154701223056983,-0.04940653874734229,-0.6314274265326715,0.0017064576142946967,0.37141481646451013,-1.97691593127328,-4.009709259493581,-0.03516648835405528,-1.3755385343449311,-2.1233295876690033,46.74485557582634,15.77019066096681,-41.85394487381338,3.6827336428340756,25.548863672798564,-1.9888630241125793,-1.519161046116238,-5.859691836149641,0.8452763211065296,-0.0014099015665739497,-0.1939299772850881,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.81,0.15389196665490398,-0.04874612877383198,0.021338075472977416,-0.09904860648257728,0.1412658151638452,-0.0033509787720151715,0.01944403138214241,0.1431183748734173,0.02645872254718666,-0.0020169473476572644,0.0653483604711075,-0.025904482922745106,0.02861656458685924,-0.2037438692685509,0.4337858556065937,0.05249697057479987,-0.23697250809033898,-0.03193655765987735,0.025849162245697832,-0.3436777103969305,0.4777531378321604,0.05389588484988063,-0.12584930976671765,-0.03175149836521317,0.028393940627399833,0.01622666685596201,0.12493830754192745,0.019458468508006956,-0.0029544149601732654,0.01015952560161255,-0.08842913671304961,0.08913657454188471,-0.0018709604003935454,0.04720710071727057,-0.05935898440977996,0.07577481102738041,0.2342347663619486,-0.21061747193659075,0.032506334492226174,0.025400306705996623,-0.07825118511754481,0.06449607486012367,-0.16892577248066623,-0.03650093035637882,0.04082024872182843,0.29142196635541595,-0.007574948777936186,0.04224210094368175,-0.05144445040865264,-0.17841661263491204,-0.11948634945946779,0.0035701310068569914,-0.059691209728713446,0.09396397445025784,-0.22144365301549662,0.002276337178176435,-0.11515082549878741,0.025837827623313103,-0.2018934025564505,-0.12149268702228255,0.43469624940689755,-0.15137335763040483,-0.30463835525733884,0.005758158697872773,-0.20802723003504298,0.09549889398344646,-0.06258590427032473,-0.1477605711821468,-0.0333388575937974,-22.149823966673516,22.96556494849289,-0.4747580015487851,-0.025112785661590236,-0.7058678064488875,0.0005155133320043271,0.332176223809594,-1.9594699929937176,-3.9936288727444964,-0.03713730706323955,-1.3487903184986005,-2.1453207394428118,46.414404085948,15.178218676211369,-41.16149235355121,3.333936735293276,25.763162496722043,-2.074994233737589,-1.5457987919448697,-6.078994315086739,0.7696353744109691,-0.0014632199667899382,-0.19426327777883626,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.84,0.15293260425004745,-0.047856292664160666,0.02177857547328849,-0.09546103220769088,0.1417420315045719,-0.0034363981029141982,0.019695095061434943,0.14055006834903105,0.028933520495729257,-0.002071027456208712,0.0666609377496767,-0.027661998410177524,0.030708104855379847,-0.1968261696960125,0.4278585580729622,0.05333592458769929,-0.23648467340889068,-0.03427891087057561,0.027596819984470004,-0.3486595345667654,0.47660178260762576,0.05498750779747155,-0.11713665574788959,-0.03197874682855125,0.029661203655710285,0.014683333343702431,0.11958580916288009,0.015873878024222923,-0.0028473110299675557,0.008368789309751146,-0.08561021747954188,0.08249326495141981,-0.0018026702850482523,0.04375257595230695,-0.058583849581080566,0.0697180089506869,0.23058998575128012,-0.19757658445438384,0.02796513376331403,0.016261156048276458,-0.07807844035660863,0.05825525795907238,-0.16606080566116282,-0.038378507484488567,0.036387431586364025,0.29042180062760203,-0.017809202615033826,0.008166584491632989,-0.049809044242536515,-0.17082854401713377,-0.11930505742644115,0.003423404389156115,-0.0603223728485176,0.08738029508381118,-0.21508175427408993,0.0021841633542014627,-0.11242876536443802,0.025062632523216166,-0.22380642175436094,-0.12348347041239549,0.4554248365004696,-0.14009191043834335,-0.3276766592534841,0.0057711614202418104,-0.22880637699510942,0.11703053839794997,-0.09647544528085206,-0.13770628816172348,-0.024079484621786662,-21.576497329451705,23.065480930815994,-0.43346314061970626,-0.01898633349600864,-0.7586984364393821,-0.00030407481830689587,0.3043413624204447,-1.9142318342527,-3.969692734297069,-0.03821715615648012,-1.3188627034121712,-2.1759656988983096,46.08370349480404,14.600775181182849,-40.497446276532685,2.9979631935762345,26.001797442800417,-2.158173054307109,-1.5689524147812013,-6.291030904038021,0.69527818349363,-0.0015244991305352613,-0.19444852421901457,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.87,0.1519572135628374,-0.046959106628446885,0.022174247333781278,-0.0920272036224199,0.1421108732936148,-0.0035187363698629846,0.01989186860516381,0.13806040409022022,0.03121474486542517,-0.0021231418177413783,0.06787232913941792,-0.029396957528339047,0.03259821934432153,-0.19001960524684525,0.4223411428921811,0.054048795881204204,-0.23629174772077052,-0.03661607003599565,0.029138551983946576,-0.35353603125204214,0.4753635994823383,0.05595519508571692,-0.10844567326522114,-0.03251302290700227,0.029906201190459274,0.013189062016426336,0.11446095284236607,0.012294726301429689,-0.0027446088982928723,0.006559118124295618,-0.08298880862702755,0.07604081232319712,-0.0017371453844222083,0.04037971299137381,-0.05783197060538408,0.06300381629805607,0.22688548163890826,-0.18391383935936975,0.023762376450163727,0.006430856270671935,-0.07790530551400138,0.0513910666492191,-0.16254988950922433,-0.04127277084291413,0.03225624294151232,0.28969941608894845,-0.030717012066091343,-0.027786831964633052,-0.0479070414748719,-0.16282533696570312,-0.11836568114552648,0.0032591557169925345,-0.0605704325097598,0.08097898744301801,-0.20783062745303127,0.002086700179005474,-0.10928345044560395,0.02453383936997966,-0.2503722065944203,-0.12633906581709198,0.4801676808058346,-0.12916734948976227,-0.3539289507025387,0.005786389618407384,-0.2542610668222096,0.14359122920452272,-0.13594146920701888,-0.12827949392065818,-0.015411896161623417,-21.032758952550058,23.16781658665994,-0.39322145378249823,-0.03015227543939549,-0.7935410976032929,-0.0007695206982399684,0.2858311908303095,-1.844990984767845,-3.9398592056131525,-0.03847567265623011,-1.2868495685001793,-2.215048433190935,45.76046544532044,14.037803962265242,-39.860403348940245,2.6824187244081297,26.27281602451176,-2.2382834284417337,-1.5885541628726234,-6.496620830416849,0.621664666519582,-0.001586808810015887,-0.19453058107287496,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.9,0.15095417756476784,-0.046086928741501276,0.022526802856946682,-0.08873991784041804,0.14237318596962673,-0.0035981413966664775,0.020034128759633896,0.13564362092010812,0.033308921670413355,-0.0021733781491129396,0.06898536542375809,-0.031109836191067587,0.03426299884732823,-0.1833267459569134,0.4172558786241253,0.05464541656016833,-0.23641735808828265,-0.038948021450759124,0.03045144902328316,-0.3582832958310348,0.4740030690347646,0.056807430829433694,-0.09976856148909816,-0.03343453326898501,0.02907259623152028,0.011751850772180179,0.10957619273339497,0.008743755867063895,-0.0026468342267830965,0.0047420051490028245,-0.08055943900373701,0.06980589349960618,-0.0016745443790520441,0.03710120947800569,-0.05709595542428469,0.05549265010022346,0.2230953096643955,-0.1695088089351947,0.01988735596547086,-0.0041870122504042255,-0.07773171382544916,0.04376323464455281,-0.15824215263308866,-0.045351014919124695,0.02840785812389257,0.28923705920409976,-0.046312478797872814,-0.06647902357927649,-0.04585610602013901,-0.1540246747205245,-0.1169892319000283,0.0030709894762599443,-0.06062315674215668,0.07401198459275804,-0.19974016175228826,0.0019674024030635895,-0.10575626181108433,0.024295384239863438,-0.28220164884713483,-0.13005207788825146,0.5094950714058086,-0.1183271193690274,-0.38376587505808857,0.005727095197798349,-0.28469158211508727,0.17556679412215814,-0.18153035310021792,-0.11971192760195493,-0.00692589501034746,-20.51598217190767,23.266431537116258,-0.35538909836730914,-0.0579153434148405,-0.8136996808877655,-0.0008937245099779377,0.27473303254514964,-1.7547529797340309,-3.9059762102383866,-0.03797260154781886,-1.253798220518033,-2.26199633298457,45.45234548613413,13.488452247022582,-39.24867443613089,2.3964368032803893,26.58617072857255,-2.3147518690476363,-1.6042274692549083,-6.695344105102955,0.5486432834960859,-0.001633969396554995,-0.19451840024561637,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.93,0.1499094603357802,-0.045274581975777016,0.022838087884693964,-0.08559125426566466,0.14253020833692862,-0.0036747825329413366,0.02012182807303604,0.13329344853612948,0.03522333232982448,-0.0022218438183217435,0.07000322107246829,-0.03280084900798025,0.035673796866372516,-0.17675093353708096,0.41262915992033466,0.05513554283170033,-0.23688835774334707,-0.04127481847984458,0.03150812363871616,-0.3628725502953175,0.47247916126940065,0.05755192583830871,-0.09109768301848448,-0.034823907632921196,0.027078225524141988,0.010376167591576009,0.10495545249177923,0.005234078910063046,-0.0025547045424952983,0.002923310446738124,-0.07833907946595427,0.06381368864703754,-0.0016155223069601364,0.03392852162367316,-0.056367093897088785,0.047026600634809415,0.21919374732774796,-0.15422395679302045,0.016337542384400036,-0.015699988502146885,-0.0775599009695152,0.035222487181100194,-0.15297514880942392,-0.05079692551213123,0.024816500295833925,0.28902928235378933,-0.06469282332653492,-0.10890683232069875,-0.043765525505662595,-0.14408626256560098,-0.11555604589121415,0.0028537686989023037,-0.06070320862382239,0.06584400645037469,-0.19096699878645396,0.0018116995959376325,-0.10195013715443224,0.024523584542080812,-0.3201804474372807,-0.13488041878343893,0.5440889360602341,-0.10720456035756598,-0.4175334156352619,0.005616236774088179,-0.320369159421773,0.21380843744407407,-0.23410754569871273,-0.11255168710056296,0.0011207449482704135,-20.02344235739117,23.35495447680983,-0.32118590272663816,-0.10159532599008504,-0.8223645330274011,-0.0006872042880556707,0.26918198240628255,-1.646274624551311,-3.8698928674211834,-0.03676827750137655,-1.2207749896951656,-2.31568848383369,45.16690555825557,12.950810387849417,-38.66016174719004,2.1509874972538814,26.95427652769041,-2.3864667505294133,-1.615035982792266,-6.885505048595098,0.4764605594900519,-0.0016315665431647249,-0.19438298535802248,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.96,0.14880651956579868,-0.044560251359141385,0.02310998393948615,-0.08257226832722032,0.1425832302629284,-0.0037488552773871833,0.020154894498676745,0.1310025357579562,0.0369658726903278,-0.0022686789578942037,0.07092932159773949,-0.03446979059880504,0.03679643248272325,-0.17029651349415362,0.40849212125899825,0.05552918499891052,-0.2377351374724832,-0.04359656089583336,0.03227646601066957,-0.3672693771659006,0.4707445567129079,0.05819512432879322,-0.08242579587741736,-0.036764692332717244,0.023811020554521025,0.009063201826406131,0.1006328646148112,0.0017673975333266216,-0.0024690914815282293,0.0011022141880234525,-0.07636375927244303,0.05808467868344393,-0.0015611713190820074,0.03087001750904019,-0.05563138636082636,0.03742118721169099,0.2151473347642448,-0.13790128871121343,0.013121405573673056,-0.02822599097120474,-0.07739141386629256,0.025611412398447005,-0.1465608956861017,-0.05782015188309261,0.021439949682817035,0.28906290470223744,-0.08606072125243358,-0.15628566185561965,-0.04174983756516326,-0.13274605669002426,-0.11456324777090998,0.002603888793229814,-0.06109976463062594,0.055962582151247275,-0.18184782627074725,0.0016075198577394367,-0.09806976905571574,0.025571305613752315,-0.3656058125240236,-0.14145699381901977,0.5847535828727359,-0.09529415739737601,-0.45551750251706835,0.005648912229162306,-0.36135818484130766,0.25982621048686916,-0.2948853792198989,-0.10787525288859001,0.007586663423673201,-19.552134669379246,23.42637789669996,-0.2918316081110315,-0.16049955973853589,-0.8229190278683169,-0.00015692095417807437,0.26718335144977345,-1.5222899149961282,-3.833769131171526,-0.03492589531200979,-1.1890448514090841,-2.374100883008219,44.911341427164004,12.421247063764682,-38.092329585117064,1.9592860975046889,27.39275587575321,-2.451462308415726,-1.6189274106949914,-7.063507949187789,0.40598439208999915,-0.0015064376919323534,-0.1940337749892785,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.99,0.14762612414668996,-0.04398657783817581,0.023344305140469687,-0.07967275383979701,0.14253314526593439,-0.0038205845219191235,0.020132971136149886,0.12876198930371904,0.03854475000718744,-0.0023140673295946983,0.07176715933086054,-0.036115718014577455,0.03759002286780236,-0.1639694047456634,0.4048813608222473,0.055837062424463076,-0.2389918829538847,-0.04591321929081589,0.0327195860162658,-0.3714323604470455,0.4687445553151172,0.058741235091678,-0.07374708073926893,-0.03934651397029025,0.019122450698852437,0.007810706699451234,0.09665048291411048,-0.0016694998998006776,-0.002390974817731335,-0.0007307787508953256,-0.07468488180790561,0.05262924389532151,-0.0015129457233498244,0.02792792443736872,-0.05486424719241379,0.026453012835970284,0.2109036249496742,-0.12035868122503135,0.010262580851751775,-0.04189151604671679,-0.07722194649941769,0.014770666853207775,-0.13876610937149564,-0.06666671325968958,0.018203692096159334,0.28929050460494765,-0.11085283767365883,-0.21025862838195053,-0.03991835801120658,-0.11989916571818071,-0.11465794632852067,0.002318849308953208,-0.06218576967208733,0.04405059547512025,-0.172972018593887,0.0013458295764667838,-0.09445967672026612,0.028015131604860244,-0.42038674660926745,-0.15101377142690353,0.6324054797496501,-0.08190983100381999,-0.4978703836341083,0.006395880437636947,-0.4071094556140622,0.3162762066564895,-0.3653789496097133,-0.10750812433197154,0.010050884387272419,-19.09897698260468,23.47226577058469,-0.2686543160780528,-0.23409667583345245,-0.8193428153262133,0.0006963057882511675,0.2663805686718867,-1.3854113681244562,-3.8006040853167358,-0.032506685404009666,-1.160374447760087,-2.43380130011947,44.6918752590901,11.89317898301264,-37.54230331285106,1.8372797160081897,27.921419778513755,-2.506218504881948,-1.6116304633395009,-7.222329666878715,0.33927671194326686,-0.0011041576066318773,-0.19325639617642418,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.02,0.14634596117367496,-0.043602137082754,0.02354269981924314,-0.07688114860152005,0.1423798681172447,-0.0038902268020730058,0.020055080580918146,0.12656108838540947,0.03996795250731259,-0.0023582444546763727,0.07251998335493337,-0.037736431811905495,0.038005265180933126,-0.1577782083914574,0.40183976531727106,0.05607122100211219,-0.2406967117805569,-0.04822412139340455,0.03279630751180938,-0.3753106951421995,0.4664157128626778,0.059190588542664006,-0.06505931980517196,-0.042672099100500016,0.012814691847393922,0.006613155959115036,0.09305350794256506,-0.0051092382896562975,-0.0023214093384627387,-0.0025963518410579457,-0.073363363943652,0.0474400833375049,-0.0014725708360558208,0.025094134135760737,-0.05402379324426798,0.013841410437692261,0.2063732118068671,-0.10138651683254185,0.007805285921637176,-0.056827627555740036,-0.07703007008628858,0.0025573831847859104,-0.12927782317180095,-0.07762808174798097,0.014978448366200188,0.28959203113656584,-0.14009012350137517,-0.27336300983003525,-0.03829097764972289,-0.10563228387877643,-0.11648130108293131,0.001991969827935147,-0.06432763060353253,0.029968305671271622,-0.16505951711217293,0.0010145874513436404,-0.0915301155537982,0.03258394992590752,-0.48716624281884435,-0.16563834402711564,0.688023596443827,-0.06623914355451177,-0.544545987921083,0.009229840068286421,-0.4557037695413584,0.3878703057540811,-0.4469259657140121,-0.11393356437888258,0.004613877280963408,-18.66167666520542,23.481235476339258,-0.2530231507043213,-0.3223851977164954,-0.8164459640446431,0.0018732361400510232,0.2639244246101296,-1.2377966521597907,-3.7747291137425103,-0.029568768837004215,-1.1373053417162549,-2.4894891574106595,44.51312992875147,11.355297331247494,-37.00712031281959,1.803997124391168,28.565415211048776,-2.5444747867138457,-1.5849757258093815,-7.348774429809951,0.28069190610411815,-0.00012003343993443973,-0.19158577138722924,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.05,0.14493971708950873,-0.04346372303617921,0.02370663261813184,-0.074184612418734,0.14212175779758038,-0.003958076309381746,0.019919295158143228,0.12438715894220405,0.04124260144203678,-0.002401508451051838,0.07319043027500777,-0.03932782005430022,0.037982057875526935,-0.1517360865468758,0.39941739104909424,0.05624576435056224,-0.24289163199635808,-0.050526716639931746,0.03246289561476574,-0.37883994656217485,0.46368463704109575,0.059537401785709015,-0.05636740638152212,-0.04687480280554127,0.004613801552492865,0.00546442662962335,0.08988453942620177,-0.008603677322144237,-0.0022616502436246843,-0.004526180759163921,-0.07246431477351385,0.04248829782413971,-0.0014421332125155117,0.02234823066914679,-0.053046274746490756,-0.0007735768468730697,0.20140406148605364,-0.08074580893922703,0.005818111615001823,-0.07316400719337253,-0.07675317488423998,-0.01111372990145484,-0.11764171399917851,-0.09103586071940134,0.011560441434833712,0.28973044745499477,-0.17604550087762938,-0.3497019498295657,-0.03658509889557138,-0.08972795632148234,-0.11991597911098495,0.0015944868223776165,-0.06746094870816322,0.013085518711104527,-0.1581012920693876,0.0005711526708915837,-0.08927103073239806,0.039625893530711664,-0.5686930627924767,-0.18802778720458946,0.7525364110599639,-0.04776524818267447,-0.5954691405822814,0.016903840864472386,-0.5031246914958558,0.48234837504712047,-0.5388495145655909,-0.12899925804710222,-0.012683232025295865,-18.2402073419181,23.436790441613844,-0.24568060692886934,-0.425798863475244,-0.8188505765371302,0.0033375876603285136,0.25707036001415734,-1.0814831246129044,-3.7610265114936854,-0.02621428351552427,-1.1226720260617076,-2.5344183612764764,44.379762691486604,10.790791021783749,-36.48389008660425,1.8809061763034298,29.35583117282993,-2.5563162536087827,-1.5263596954115726,-7.4208048965017355,0.2381623143136183,0.001935363919455865,-0.1881356757778852,-0.25,0.1,0,0,0,0,0,0.25,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
