Cx,Cy,Cz,X_FL_SupportCenter,Y_FL_SupportCenter,Z_FL_SupportCenter,Qx_FL_SupportCenter,Qy_FL_SupportCenter,Qz_FL_SupportCenter,Qw_FL_SupportCenter,X_FR_SupportCenter,Y_FR_SupportCenter,Z_FR_SupportCenter,Qx_FR_SupportCenter,Qy_FR_SupportCenter,Qz_FR_SupportCenter,Qw_FR_SupportCenter
0.11277831485523114,2.9996949218908084e-05,1.089258556510755,0.11216814241496129,0.11044930982474357,-0.0002561178486999438,4.703121573129423e-06,-1.8366083722132907e-06,-5.3839960891766065e-06,0.9999999999727603,0.11216814241496066,-0.11043069017525643,-0.0002561178486999577,4.7031215731238906e-06,-1.8366083718524683e-06,-5.3839960890720115e-06,0.9999999999727603
0.11277044268165365,0.000525534635067193,1.0903040825606725,0.11216789996942886,0.11044929613680513,-0.0002497065425964423,4.854437716548427e-06,-1.8328755403747954e-06,-4.917391586317214e-06,0.9999999999744474,0.11216785662162747,-0.1104307059549404,-0.0002487530374506858,4.864669430807725e-06,-1.8328713678233989e-06,-4.884659992106957e-06,0.9999999999745581
0.1127917271178278,0.0015209868606908706,1.091353925127769,0.11216819917094778,0.11044918253801383,-0.0002628732781354559,4.740248553183836e-06,-1.8405346940353465e-06,-5.219059879207393e-06,0.9999999999734522,0.11216814517677787,-0.11043083990049612,-0.00026278180005388785,4.7695674721027805e-06,-1.8406163652877472e-06,-5.119005529948879e-06,0.9999999999738298
0.11280447937544824,0.0030091376017632437,1.0923910215777313,0.11216865057883532,0.11044929715662748,-0.0002659872003532987,4.477256583448425e-06,-1.8450667422930581e-06,-6.1036981610707985e-06,0.9999999999696476,0.1121687206302392,-0.11043073172967412,-0.000267499151889658,4.495736861833621e-06,-1.8456622567358299e-06,-6.039908473115885e-06,0.9999999999699509
0.11279778143596668,0.0049897236647197625,1.09339247914923,0.11216910219385201,0.11044951643553824,-0.00027320315403661644,4.0133590240089624e-06,-1.8549225923206346e-06,-7.65362799793069e-06,0.9999999999609374,0.11216935934517851,-0.11043048437534446,-0.0002774179131973392,3.965941058924603e-06,-1.856475441255525e-06,-7.820903875398937e-06,0.9999999999598295
0.11277081320051363,0.007476569603509648,1.0943568160614117,0.11216949675531218,0.11044991663015499,-0.0002775896129044303,3.3878236951488216e-06,-1.864291999199261e-06,-9.80171153326966e-06,0.9999999999444871,0.11217001503885632,-0.11042999581635682,-0.0002854162595103682,3.1890871143078975e-06,-1.867611433356092e-06,-1.0520141974583485e-05,0.9999999999378345
0.11272656778004603,0.010501203337793313,1.0952789354624137,0.1121697907543043,0.1104504242425297,-0.00028262116264575476,2.6138468784373734e-06,-1.8712431663099402e-06,-1.248674849786553e-05,0.9999999999168739,0.11217061801153955,-0.11042931967952703,-0.0002949681930075193,2.1551475926311194e-06,-1.8776146256693642e-06,-1.418219402478229e-05,0.9999999998953479
0.1126727014408172,0.014112827391766183,1.0961462493226175,0.11216997894270996,0.11045105709945913,-0.0002868225868341012,1.6799409804858003e-06,-1.8751980425423302e-06,-1.577099949727379e-05,0.9999999998724688,0.11217117032200372,-0.11042841426105594,-0.00030481139903038024,8.14077354446462e-07,-1.8870067732678246e-06,-1.9047520575342754e-05,0.9999999998164845
0.11261973055190133,0.018381865585930194,1.0969675112359638,0.11217000582922733,0.11045176284244033,-0.00029075090359113875,6.754779418871678e-07,-1.8636322533566373e-06,-1.9333532767551348e-05,0.9999999998111428,0.11217160172829212,-0.11042729621194078,-0.00031509592480892523,-7.756368907844748e-07,-1.8859501358179902e-06,-2.4940292545640587e-05,0.9999999996869119
0.11260071250685495,0.023387639232891635,1.0977050603626362,0.11216989380532093,0.11045255435408864,-0.0002948250777313616,-5.889316202229844e-07,-1.8540651265423256e-06,-2.3855146210210546e-05,0.9999999997135741,0.11217195245325298,-0.11042591620126394,-0.0003275062359924946,-2.8860158213181567e-06,-1.8949460865590781e-06,-3.297148750342557e-05,0.9999999994504808
