Cx,Cy,Cz,ZMPx,ZMPy,CoPx_FL,CoPy_FL,CoPx_FR,CoPy_FR,X_FL_SupportCenter,Y_FL_SupportCenter,Z_FL_SupportCenter,Qx_FL_SupportCenter,Qy_FL_SupportCenter,Qz_FL_SupportCenter,Qw_FL_SupportCenter,X_FR_SupportCenter,Y_FR_SupportCenter,Z_FR_SupportCenter,Qx_FR_SupportCenter,Qy_FR_SupportCenter,Qz_FR_SupportCenter,Qw_FR_SupportCenter
0.11231188828453968,0.11803895858183237,1.095128660576765,0.11231620269202774,0.11807034065463416,0.1123160586386276,0.11806993038109843,0.0,0.0,0.11211407222843205,0.11046412664591711,-0.0001143388757652436,3.5164519655696257e-06,2.5963148223095068e-05,4.351698243923176e-06,0.9999999996473065,0.11211574595505344,-0.13699522268794542,0.026363492197186256,-4.4125349864302925e-08,-6.332847487211534e-06,8.228798016493915e-06,0.9999999999460902
0.11231130448451122,0.11803915715731836,1.0951265824270893,0.11231586030318963,0.11807162872915335,0.11231570610239168,0.11807121667627893,0.0,0.0,0.1121140642705377,0.11046412592709909,-0.0001143467556781047,3.514753387116033e-06,2.5966078395639286e-05,4.345145140006824e-06,0.9999999996472648,0.11211589562998442,-0.13678677535775538,0.02615658174348244,-3.4377662812799995e-08,-6.331473585788421e-06,8.232698861970056e-06,0.9999999999460673
0.1123107224341672,0.11803935901185958,1.095124470127724,0.11231552379306013,0.1180729454867457,0.11231535509551664,0.11807252570003514,0.0,0.0,0.11211405615812185,0.11046412518317261,-0.0001143547579982307,3.5130287753463e-06,2.596906966585215e-05,4.3385114519754704e-06,0.999999999647222,0.11211604538808577,-0.13657832716053067,0.025949699072748286,-2.474258462851172e-08,-6.329971291527317e-06,8.237524445580168e-06,0.9999999999460373
0.11231014224868265,0.11803956420660865,1.095122322016307,0.11231518531501383,0.1180743025879742,0.11231500758783518,0.1180738538323118,0.0,0.0,0.1121140478849415,0.11046412441288535,-0.00011436288769289815,3.5112773354140545e-06,2.597212457459701e-05,4.33179497255698e-06,0.9999999996471779,0.11211619512759484,-0.13636987963281227,0.025742844579507804,-1.585327781708148e-08,-6.328400080380126e-06,8.242472621432328e-06,0.9999999999460066
0.11230956399921951,0.11803977297375179,1.0951201380550994,0.11231486801145024,0.1180756773002969,0.11231466238762793,0.11807521062844686,0.0,0.0,0.11211403944415606,0.11046412361468566,-0.00011437114955431538,3.509498230666473e-06,2.5975245956301012e-05,4.324993732450273e-06,0.9999999996471325,0.11211634474786496,-0.13616142931321193,0.025536019800751403,-5.947201292378299e-09,-6.326430207254454e-06,8.247116681707129e-06,0.9999999999459809
0.11230898790888007,0.11803998545628855,1.0951179173477048,0.11231453889196023,0.1180770783332708,0.11231432842915727,0.11807659509501522,0.0,0.0,0.11211403082847209,0.11046412278736822,-0.00011437954952490947,3.5076905142039494e-06,2.5978436761562255e-05,4.3181054651215205e-06,0.9999999996470856,0.11211649495364487,-0.1359529764222006,0.025329225743806402,4.342116785071956e-09,-6.32521591479645e-06,8.254065283026336e-06,0.9999999999459314
0.11230841401488925,0.11804020178650063,1.0951156587817403,0.11231422260816845,0.11807850579601802,0.11231400107888352,0.11807800585600678,0.0,0.0,0.11211402203211351,0.11046412192934374,-0.000114388093189699,3.5058533268019056e-06,2.5981699166716243e-05,4.3111267975022065e-06,0.9999999996470375,0.11211664486564134,-0.13574452140949061,0.025122463138404008,1.4576789973003486e-08,-6.323907877090747e-06,8.26070696730356e-06,0.9999999999458846
0.11230784240460144,0.1180404220976769,1.0951133612858552,0.11231391417715632,0.11807995834471899,0.11231367356305633,0.11807944799491817,0.0,0.0,0.11211401304680778,0.1104641210394064,-0.00011439678719675495,3.503985736371526e-06,2.5985036614030282e-05,4.304055727816166e-06,0.9999999996469878,0.11211679487039408,-0.13553606303445806,0.02491573294975752,2.5690404693184543e-08,-6.322410266610834e-06,8.266418600616162e-06,0.9999999999458467
0.11230727322986382,0.11804064647229343,1.095111023312933,0.11231362916140417,0.11808144282317624,0.11231335074123742,0.11808091850544811,0.0,0.0,0.11211400386440698,0.11046412011618764,-0.00011440563796769054,3.502086805563226e-06,2.5988452464364575e-05,4.296890321747283e-06,0.9999999996469364,0.11211694526607807,-0.13532760280763118,0.024709035947248104,3.702240475200182e-08,-6.321299927762442e-06,8.2731470193649e-06,0.9999999999457977
0.11230670679339481,0.11804087502152212,1.0951086432938888,0.1123133246271751,0.11808297117358953,0.1123130399688993,0.11808241866232137,0.0,0.0,0.1121139944777525,0.11046411915777062,-0.00011441465128068928,3.500155624862401e-06,2.5991949557024308e-05,4.289628084545272e-06,0.9999999996468836,0.11211709590036724,-0.13511914158179014,0.02450237257227711,4.804602908334076e-08,-6.320134027969354e-06,8.280712146383295e-06,0.999999999945742
0.11230614314346762,0.11804110797105996,1.095106221174061,0.11231304289323737,0.11808451579734909,0.11231273427022564,0.11808395147056419,0.0,0.0,0.11211398487850328,0.11046411816246232,-0.00011442383341263296,3.498191361628653e-06,2.5995531400022812e-05,4.282267407446473e-06,0.9999999996468288,0.11211724626242131,-0.13491067577361487,0.02429574450925577,6.059963819972589e-08,-6.318880089766377e-06,8.28851426592935e-06,0.9999999999456846
0.11230558247106771,0.11804134541463993,1.0951037552060425,0.11231275325551243,0.11808609838951757,0.11231244043775979,0.11808552026161322,0.0,0.0,0.11211397505860125,0.11046411712871537,-0.00011443319180311218,3.496193001450188e-06,2.5999201165190933e-05,4.274805394912057e-06,0.9999999996467724,0.11211739663397596,-0.13470220782848838,0.024089152271222686,7.343001614899935e-08,-6.317649540937188e-06,8.296574764330216e-06,0.9999999999456246
0.11230502480773352,0.11804158746195524,1.09510124357801,0.11231247752048945,0.1180877381472761,0.11231214142927919,0.11808711662567549,0.0,0.0,0.11211396500916918,0.11046411605480258,-0.0001144427336424586,3.4941596177153412e-06,2.600296251312135e-05,4.267240101745979e-06,0.999999999646714,0.11211754671766602,-0.13449373990212699,0.023882596355853367,8.537654729566864e-08,-6.31639064242434e-06,8.3056540130166e-06,0.9999999999455563
