Cx,Cy,Cz,X_FL_SupportCenter,Y_FL_SupportCenter,Z_FL_SupportCenter,X_FR_SupportCenter,Y_FR_SupportCenter,Z_FR_SupportCenter
0.08435783520600632,-0.0001270229009275062,0.7018555410497167,0.10212828788056788,0.1104482306464571,6.053035101563631e-05,0.10212828788056723,-0.11043176935354292,6.053035101562243e-05
0.0883103084713835,0.000655667760704012,0.7012638489384924,0.1021334875217492,0.11044645469451266,7.666459036949347e-05,0.10213882728620631,-0.11042890343398076,0.0001857830486893114
0.09440520752929031,0.0009070913788979058,0.7018546046625034,0.10213422722019044,0.1104476261709769,9.47300853327282e-05,0.1114773885872906,-0.11049881371558036,0.0027118767896742862
0.10094374714925393,0.001011477842678982,0.7023158350244599,0.10213458131646526,0.11044850934635345,0.00011528322124827739,0.1221873863285623,-0.11063166223660892,0.005203828514875941
0.10720065398069366,0.0010249568593798308,0.7027133795345718,0.1021347022791605,0.1104488922692722,0.00013368259832885476,0.13194719517125333,-0.11061708240912353,0.00777303486572728
0.11295361835381133,0.0009797066032597205,0.703098151469749,0.10213468994831083,0.11044901213667528,0.0001486664433653362,0.140704027029117,-0.11055279188724552,0.010500199289443249
0.11819034493562408,0.000901996382724974,0.703499643202189,0.1021345830526327,0.11044904132668897,0.00016042879552123634,0.14881954518628787,-0.11049685078324621,0.013420432300668833
0.12297633468366753,0.0008117974317707069,0.7039311676989176,0.10213440636969436,0.11044905219669494,0.0001696158465923081,0.15658626482281268,-0.11045851112393879,0.01653677788634489
0.12739784059541628,0.0007220000398849661,0.7043954104701825,0.10213418241509825,0.11044906488752214,0.00017691773005036604,0.16418149052098427,-0.11043069519372165,0.019832479061917818
0.13153762899968388,0.0006395436600171536,0.7048886546991695,0.10213393245488667,0.11044908093057881,0.00018292344530461413,0.17170529604148566,-0.11040622760259389,0.023278649386538897
0.13546568141176293,0.000567351497686425,0.7054035013820343,0.10213367625388393,0.11044909779361597,0.00018809167892809564,0.1792131786057603,-0.11038141207687352,0.02683843327370912
0.1392371696894924,0.0005060989126405276,0.7059304237608622,0.10213343222775477,0.11044911309668841,0.00019276839217818864,0.18673476664800287,-0.1103552128505456,0.03046915852713855
0.14289395642053176,0.00045545512257932593,0.706458543940198,0.10213321808548587,0.11044912519789428,0.00019721738663441846,0.19428424818434123,-0.11032793451000159,0.03412341104572389
0.14646757770303337,0.00041479225262490085,0.7069759101521019,0.10213305187140334,0.11044913312498504,0.00020164993979740475,0.20186676627911868,-0.11030043663750108,0.037749467735943246
0.14998258959678953,0.00038346183431111464,0.7074694549335548,0.10213295336099781,0.1104491360931193,0.00020624991859796715,0.20948262134623016,-0.1102739384002651,0.04129128429224188
0.15345970473695805,0.00036074666415849974,0.7079247225092279,0.10213294595726263,0.11044913345274864,0.00021119498859614727,0.2171299664753344,-0.1102502787550447,0.04468808788650963
0.15691840919444616,0.0003455726415793349,0.7083253965311083,0.10213305920023005,0.11044912462134823,0.00021667563529646772,0.22480611131151643,-0.11023248435711443,0.04787355099262759
0.16037878438522069,0.0003361013162546595,0.7086525809158652,0.10213333198561952,0.11044910920842663,0.00022291325879912616,0.2325069513730564,-0.11022523145099362,0.050774385948108694
0.16386210146453692,0.00032947227923569466,0.7088836701141208,0.10213381625914239,0.11044908728678686,0.000230176926281217,0.24022317280162964,-0.11023388261066894,0.053307958297821145
0.16738952752492373,0.0003222715939527906,0.7089905038653818,0.10213458016169213,0.11044906077098915,0.00023879462274642438,0.24793176072764309,-0.11025923083454633,0.05537824117460162
0.1709784471109261,0.00031254214452136684,0.708936656451332,0.1021357083479349,0.11044903820332051,0.0002491492854842653,0.2555868823069939,-0.11028604905984685,0.05687000254736975
0.17463776162991376,0.0003031391343228897,0.7086755728863635,0.10213729790451988,0.11044904555759705,0.00026164936440326025,0.2631387618708446,-0.11028222703068215,0.057646102619207704
0.17837085418613072,0.00029425567931462424,0.7081960258853357,0.10213942057800343,0.11044909527006586,0.00027654688916954606,0.2705758129010507,-0.11024780039571057,0.05768441980186266
0.18217623221364676,0.00028307225115149006,0.7075247544574186,0.10214209391481213,0.11044916691398281,0.0002938467200040984,0.27793377407027153,-0.1102146822439013,0.05708467149325054
0.18604397872294298,0.00027114229240867907,0.7066825608619672,0.10214531175470401,0.11044924630997136,0.00031344563766826095,0.2852538646624586,-0.11019763802804597,0.05593478554030297
0.1899601487957192,0.0002612090037782034,0.7056853001104182,0.10214905435988332,0.11044932521224014,0.00033518568819397576,0.29255834806632675,-0.11019550334818219,0.05431029323382519
0.19391121860576,0.0002553221892876232,0.7045453729420493,0.10215329825843557,0.11044939848701786,0.00035890254103980446,0.2998562292297701,-0.11020274324850969,0.05227661830061647
0.1978869702700189,0.0002544081119151485,0.7032724620618267,0.10215802479776775,0.11044946265265634,0.00038445956603484766,0.3071507506919653,-0.11021468886153736,0.04989051806315009
0.20188208831606966,0.0002584994303921632,0.7018737088174761,0.10216322724515975,0.11044951527844733,0.0004117693588821941,0.3144437307600312,-0.11022851481027264,0.047200637668675535
0.20589703721907968,0.00026708718697484045,0.7003536165451563,0.10216891698803808,0.11044955458894341,0.0004408073731424905,0.3217377986591238,-0.11024284829023996,0.04424764148463038
0.20993857355387224,0.0002793689524322114,0.6987138485353327,0.10217512931727325,0.11044957935185364,0.00047162108787270063,0.32903788304526793,-0.11025728432040836,0.04106423254428998
0.2140199257736768,0.00029433632999162617,0.6969530199026073,0.10218192876537836,0.11044958900497742,0.0005043358820446125,0.3363526008874259,-0.11027215297729556,0.037675230314078725
0.21816030831483174,0.0003107206237911758,0.6950665891394151,0.10218941299558834,0.11044958444598922,0.0005391561710081094,0.3436955764421586,-0.11028857111199915,0.0340978567551439
0.2223829605240245,0.00032686154154521315,0.6930470276695596,0.10219771243091383,0.11044956960189213,0.000576356487957605,0.35108611625301156,-0.11030871574947813,0.03034246120801734
0.22671022836361332,0.0003406455165305441,0.6908845699645468,0.1022069796104538,0.11044955416279784,0.0006162513771891531,0.35854783468723356,-0.11033601841986646,0.026414043020815486
0.23115325490082772,0.00034984308145168954,0.6885690110179976,0.1022173570341249,0.11044955789192365,0.0006591251328351422,0.36610249795740624,-0.11037417601089122,0.022315053510343116
0.23569258774063997,0.00035353501429832797,0.686093194587758,0.1022289052460634,0.11044961718824009,0.0007050972869644262,0.3737544016152958,-0.11042212672716131,0.018050008096388515
0.24024459519613234,0.0003558330554876418,0.6834590297575445,0.10224146808115081,0.11044979415844379,0.0007539156388412932,0.38145815851723036,-0.1104610133101204,0.013632490958397747
0.24460759541925275,0.0003732763558248835,0.6806873420278906,0.10225446528990455,0.11045018099947206,0.0008047531902373034,0.3890601139810836,-0.11043951054686507,0.009095966710242459
