u_LRHip1,u_LRHip2,u_LRHip3,u_LRKnee,u_LRAnkleRoll,u_LRAnklePitch,u_LLHip1,u_LLHip2,u_LLHip3,u_LLKnee,u_LLAnkleRoll,u_LLAnklePitch
-0.22951950797331958,-3.2889445938859736,-2.278312332608864,-19.7535587469928,3.927820307898501,-38.845303134699336,-0.2295161518248614,-3.2889453755997433,-1.8400143383945429,-19.565767784962397,3.927823534572295,-39.35258464754702
-25.497314545556005,32.03054417575823,38.03510826439089,-3.2321794266121326,22.50110894164563,-26.51394618493183,-10.1037944763693,-1.2071555370771327,-39.38741025982407,-12.93890948356293,-0.007782831334749883,-1.5995583851679716
-4.612560118571529,24.253113090007734,6.61817892809874,-6.93990655706198,21.23732190986122,-5.100042584720052,-2.019632357265503,-0.3466259794358472,-7.693137116991517,-1.2447131399723868,-0.006096260395714457,-0.4044903657900326
1.588976322367566,24.08220711096644,-1.2317819787105369,-4.108508762295653,21.845789407479685,9.368629999886265,0.14356886449371506,0.163769192410093,0.5887894055277593,2.097751185932712,0.012531358871649814,-0.07045907106351351
2.5643032924565707,24.514469317987547,-1.21295506326587,-0.43422711566542155,22.746035294716744,17.220391029019293,0.2125146302143975,-0.0040345927145576345,0.8758896716662469,2.3365592517029765,0.004111764786182913,-0.06480837882369177
2.087118618529833,24.76881091605963,0.3399634580358979,1.9020331654951768,23.45404030057571,20.60358885228942,-0.1657722125262965,-0.09976676574103006,-0.5608991008436742,1.9673551143712569,-0.0009556107013757256,-0.1152996552612397
1.3814544367980632,24.83501467311866,1.694430526598056,2.9383806579645664,23.909936130881203,21.45121261013735,-0.521747723919493,-0.10214875501106192,-1.9307390621356235,1.6589046436701549,-0.0019434023019124843,-0.15380894383318952
0.7420204089901845,24.79814590925689,2.649256643549639,3.187263433497981,24.14885563248329,21.07226177697759,-0.7894670490118552,-0.07885716466943057,-2.96686728370563,1.4833837004457977,-0.0016374229957384653,-0.17524980768888523
0.20825658491498136,24.709900713797275,3.3159816505579855,3.0483103782416174,24.213616220340466,20.20830656274321,-0.9902117168559722,-0.06476353429743811,-3.7391059131336672,1.3943107627331084,-0.001462503200133656,-0.18568596103481252
-0.22850872121454208,24.58878343843454,3.7921236096166804,2.733578246124531,24.1349251965486,19.21820680998921,-1.1454309486183438,-0.06795597683431857,-4.324859962219547,1.3513960309910613,-0.0017719978691922665,-0.1896550386026097
-0.575707543688664,24.42998721648918,4.116582713507367,2.326764688755941,23.928703576543665,18.24805698994754,-1.2627223884146417,-0.08199883559342448,-4.755719978599183,1.3363860892657444,-0.002355100519965193,-0.18899204123072058
-0.828367178996908,24.202113129090648,4.278969286914728,1.8479301164436095,23.601127539686274,17.356748944329386,-1.3349183899720076,-0.08446090452355441,-5.019482659353962,1.348954759634869,-0.0023903547926650975,-0.18346131232375862
-0.9722198520467369,23.843899005389805,4.246004839701512,1.3118210588679724,23.167001586375434,16.610827247873598,-1.343720341572723,-0.03374473780256456,-5.0808041672418796,1.3967173725743018,-0.0003374940848996547,-0.17188552596684176
-1.021134282631907,23.3339769752225,4.070466996158326,0.8235045144573222,22.70823461751694,16.17788191144305,-1.2956220082961185,0.07825778574703143,-4.982989248901935,1.454963185403578,0.0038736352683807675,-0.15693817032812785
-1.1785544703884114,23.191348882659756,4.249407600011667,0.7343811461186698,22.537692467467927,16.490431291633513,-1.352266419271935,0.07692032948108717,-5.202165102081772,1.428904049871189,0.0037374878641521455,-0.15313919937091264
-1.4785602238099085,23.4419623301879,4.859914631843937,1.0943082890445741,22.668273590840027,17.602361490712763,-1.5367091170176093,-0.03509250200633747,-5.814714908205972,1.2991630675656989,-0.0006692872311979311,-0.16329640961606431
-1.7330044162479767,23.589796770742936,5.4328515690220485,1.5741063993796713,22.799404242175513,19.106111761779733,-1.6931538527680248,-0.0854410111237213,-6.372908311512921,1.1556847578743912,-0.002849315085347855,-0.17405115840314353
-1.923135222341668,23.656247969468737,5.89887090453615,2.067185931967067,22.85268805721091,20.840786042527306,-1.808277293172825,-0.08535821290788091,-6.817759662795725,1.0285723196109242,-0.002966210476365387,-0.1821130604351482
-2.05042704143249,23.69955436548259,6.283589127175514,2.5964934066994685,22.820237438813006,22.824502378460096,-1.897587762858054,-0.07511847459099245,-7.173970284663399,0.9121543651426535,-0.002567228268058729,-0.18842308521781784
-2.0898611273037018,23.753993033995542,6.605075703774446,3.272389608100242,22.71467419916421,25.26920176705562,-1.9671615637476791,-0.0716416402460201,-7.44909570347576,0.8050934474623217,-0.0023415898445165273,-0.19362173980597494
-1.967131917904735,23.83546327703586,6.84617102585558,4.30332548207337,22.557573821703723,28.632579103008055,-2.0054228613296474,-0.06949221085089753,-7.603777015529915,0.722137516508022,-0.002124962140740615,-0.1969605208493223
-1.5333783104831518,23.945324211332256,6.929896087353978,6.0204601561786415,22.382793257696818,33.69406340096348,-1.9751759393465942,-0.04050472797500654,-7.523143921894765,0.7047565615148822,-0.0008835837290612267,-0.1953793952621783
-0.5080176463189355,24.078157568214834,6.643757623972348,8.879359273572542,22.25884224721776,41.62848264615967,-1.7942764303360819,0.05867134342266034,-6.937408076280278,0.8519220979004541,0.0028912519736416435,-0.18026502191550803
1.6679574021044676,24.328182127709933,5.435212487226736,13.371183896311122,22.37299172859196,54.01331184086164,-1.3076015584779472,0.1837199063417463,-5.219157234315573,1.4041479331122195,0.006471291744443504,-0.12781768978281538
