t[s],X,Y,Z,Qx,Qy,Qz,Qw,vx,vy,vz,wx,wy,wz,vxd,vyd,vzd,wxd,wyd,wzd
0.0,0.0,0.0,0.8793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8681626374839917,3.941856986054119,-0.67817592341272,-1.965000121219397,-0.4706183295873352,1.2470497929541722
0.03,0.0007794852372429349,0.003547567599942427,0.8786866699105468,-0.0008842498862961939,-0.00021177820801775022,0.0005611723000511201,0.9999994291687265,0.02604487912451975,0.11825570958162356,-0.0203452777023816,-0.058950003636581906,-0.014118549887620055,0.03741149378862516,0.4684907267301057,-1.2267741200828368,3.407264163204233,-13.705073730297492,-3.5496115177342666,2.471750771522501
0.06,0.0019701368952343323,0.006016046510998636,0.881123838418265,-0.007935028038704581,-0.002023335219516134,0.002234706717911656,0.9999639731162815,0.040099600926422924,0.08145248597913846,0.08187264719374537,-0.4701022155455067,-0.12060689541964804,0.11156401693430018,0.5433121193672145,0.2908552715714494,0.006044500699679212,-0.5830339753272895,-0.5252306421386024,0.5153166128358144
0.09,0.003629802036351202,0.00878850697099742,0.8835321403395272,-0.015247629275056278,-0.004069861204808242,0.004141335111481804,0.9998668888280872,0.05639896450743936,0.09017814412628194,0.08205398221473575,-0.48759323480532535,-0.13636381468380612,0.1270235153193746,0.4019195543477465,-0.08705054385587152,-0.19374244710172928,0.9491120280725127,0.466601569768752,-0.13459344357375613
0.12,0.005633936722149197,0.011520059003953522,0.8857394362894864,-0.02213294191927864,-0.005905368450445278,0.005985704843377342,0.9997196761307593,0.06845655113787175,0.0875666278106058,0.07624170880168388,-0.45911987396314996,-0.12236576759074357,0.12298571201216194,0.3150691005481965,-0.4080642963967649,-0.37774257566985936,1.8872715220081382,0.627326328156129,-0.3881229501856218
0.15,0.007914036987185064,0.013907110956754553,0.8876006492378637,-0.028168838320195143,-0.007457162907670931,0.0076539536156184675,0.9995460591003844,0.07790862415431764,0.07532469891870286,0.0649094315315881,-0.4025017283029058,-0.1035459777460597,0.11134202350659328,0.29860468381247784,-0.6583429061723718,-0.574020703143511,2.7228811207276067,0.6134142666184128,-0.5187968894288133
0.18,0.01046837741198549,0.015703130638461026,0.8889671494270546,-0.03297942176116076,-0.008729993789044049,0.009089954356821582,0.9993765645033575,0.08686676466869198,0.055574411733531705,0.047688810437282764,-0.3208152946810776,-0.08514354974750732,0.09577811682372889,0.32794329097035924,-0.8389426687757766,-0.7786202224726715,3.6066048888420177,0.6519025949741,-0.6253433383767586
0.21,0.013337511695558274,0.016721184713306293,0.8896834925113752,-0.03616762117184425,-0.009704011216792256,0.01024904513215264,0.9992460619982214,0.09670506339780276,0.030406131670258407,0.02433020376310262,-0.2126171480158171,-0.06558647189828432,0.07701781667242613,0.3700841410137792,-0.936426866887373,-0.9950429368251426,4.576887011691998,0.757407095955914,-0.7267432726379681
0.24,0.016572370128345438,0.016849596168538244,0.8895754331230679,-0.03729783155339969,-0.010328101281309685,0.011088933227254993,0.9991892901974173,0.10780758762821613,0.0023133256636372196,-0.005521084341651654,-0.07531053766505719,-0.042864259019606894,0.05521551849328709,0.3891557513944277,-0.9122166218678041,-1.2079063659737619,5.499918715506716,0.855006996186118,-0.8041580758806788
0.27,0.02019876282151299,0.016092739466977923,0.8884533266062778,-0.03595553161469846,-0.010553779512706807,0.01157843015608821,0.9992305827182343,0.11948226017004895,-0.025053172992396903,-0.041758275320864506,0.08968702380014429,-0.017214049134023357,0.031090776216866726,0.35531975568775165,-0.9202196086513457,-1.012332921575573,4.56172430464089,0.7235010209632495,-0.6948304427626795
