Cx,Cy,Cz,X_FL_SupportCenter,Y_FL_SupportCenter,Z_FL_SupportCenter,Qx_FL_SupportCenter,Qy_FL_SupportCenter,Qz_FL_SupportCenter,Qw_FL_SupportCenter,X_FR_SupportCenter,Y_FR_SupportCenter,Z_FR_SupportCenter,Qx_FR_SupportCenter,Qy_FR_SupportCenter,Qz_FR_SupportCenter,Qw_FR_SupportCenter
0.42943736140814404,-0.07572344618076618,1.1190628996718957,0.5121611341006703,0.11044170376904673,-0.00021720162079368055,1.8723926166772464e-06,-2.727630165003517e-07,5.709018046666757e-06,0.9999999999819137,0.4119649576907988,-0.11031160199051215,-0.0004048284335812641,-1.7807480019028216e-05,6.716371806321706e-05,-0.00011724877520017886,0.9999999907123269
0.4318198940363897,-0.07116040220361923,1.1204978450891558,0.5121626745155968,0.11043998516359174,-0.0002297667413112131,-2.307157531094691e-06,-2.5459474152809856e-06,-1.3857755691707948e-05,0.9999999998980791,0.41655147644371976,-0.11010684408890183,0.0015083009589725027,0.00014560212236832952,1.988996458484724e-05,-8.723231631846832e-05,0.9999999853974674
0.43430959437643285,-0.06621669497941751,1.12196314422922,0.512157841363463,0.11043953309009816,-0.00022271179100295802,1.1374999702626566e-07,1.9660259509561585e-06,-1.3567869911690659e-06,0.9999999999971407,0.4219238149554027,-0.11006719441609117,0.0034907072548194806,0.00014191018689784602,-0.00020653089540637314,-7.37759855897091e-05,0.9999999658817957
0.4368291514952348,-0.06099925271912524,1.1234189036375872,0.512155304801972,0.11043742481894538,-0.00022528345396977123,-9.376290643787903e-07,4.0924718110631485e-06,-3.9841261390464764e-06,0.99999999998325,0.4269031464437768,-0.11004668913317099,0.005514680229085453,0.00011026463587085663,-0.00022951899792195265,-4.158073264009344e-05,0.999999966716891
0.43934389613932495,-0.05559904757038048,1.1248567014710338,0.5121510188872516,0.1104359622496267,-0.00022257680130506607,-2.0149180303224786e-07,8.117414390204671e-06,1.8500693652298786e-06,0.9999999999653224,0.43148286630443217,-0.11001910937406169,0.007567612595713813,7.981657959692358e-05,-0.0001668904550499294,-8.481302904096381e-06,0.9999999828524787
0.4418404763764608,-0.05008981959190239,1.1262521664502745,0.5121480251733509,0.11043441277815001,-0.00022172178059751135,-3.043076396500886e-07,1.0935329713295953e-05,3.896925715115456e-06,0.9999999999325703,0.435805563675126,-0.10999370063672974,0.00961939191102075,5.0836030817311626e-05,-9.814211356286102e-05,1.1512745903091292e-05,0.9999999938256403
0.4443119652632489,-0.04453432991104467,1.1275968637232614,0.5121446361093893,0.11043314466741991,-0.00021924276029297585,4.938593215503812e-08,1.4191621353249455e-05,8.03633423299239e-06,0.9999999998670067,0.439979181843692,-0.10997205844329189,0.011656472093231854,2.4814815688207747e-05,-4.7327951545754953e-05,2.1143126147902332e-05,0.9999999983486293
0.44675447026184273,-0.03898499949721124,1.128881240427307,0.5121418212269997,0.11043194823270308,-0.00021706203803023572,1.7912502887095954e-07,1.6915751830248045e-05,1.1212964520868785e-05,0.9999999997940475,0.4440680567371019,-0.10995665111367132,0.013664498945971423,1.4896400183428474e-06,-1.4680382991550002e-05,2.3425684170631597e-05,0.9999999996167526
0.4491648375831567,-0.03348635826297669,1.1301010592478373,0.5121389975339619,0.11043087483179624,-0.0002144287676497103,4.135674230985667e-07,1.966410578545089e-05,1.4901419877512777e-05,0.99999999969555,0.4481095487303845,-0.10994711340692646,0.015634334594689644,-1.8691100572995574e-05,4.745587189103881e-06,2.2093243111698914e-05,0.9999999995700056
0.4515405449071067,-0.02807604156437507,1.131252687971836,0.5121364596831867,0.11042986837263107,-0.00021189856621800507,5.791792144507845e-07,2.2143387059568185e-05,1.833442050195038e-05,0.9999999995865922,0.4521249896097986,-0.10994355097295312,0.017557163922349017,-3.589983699650446e-05,1.5678424473353786e-05,1.899806362152294e-05,0.9999999990522314
0.4538794853131409,-0.022786058757189667,1.1323345402559024,0.5121340241508283,0.11042893229146418,-0.0002093410527772288,7.603790569337923e-07,2.4527004008632365e-05,2.186722191732348e-05,0.9999999994598365,0.4561265823607262,-0.10994566539076224,0.019425815280114833,-5.023019154767205e-05,2.1362489659748722e-05,1.5375187318719534e-05,0.9999999983920881
0.45618010947470844,-0.017643596743707243,1.133345722070368,0.5121317778336355,0.11042805122873683,-0.00020693912644970114,9.138117841287742e-07,2.672862169363562e-05,2.5295438139789465e-05,0.9999999993224435,0.46012113723721926,-0.10995352294210366,0.02123337069304959,-6.194544165068945e-05,2.3852985918228356e-05,1.1715023964518247e-05,0.999999997728278
0.45844143864144205,-0.012671794532707205,1.13428623975692,0.512129666658392,0.11042722290663635,-0.00020469490760299802,1.0618434852025212e-06,2.87995117932296e-05,2.8693424650689857e-05,0.9999999991730742,0.46411242629760563,-0.10996727330450048,0.022973347943545983,-7.12656657888871e-05,2.435980392460612e-05,8.272720891349463e-06,0.9999999971296838
0.4606631117731246,-0.007890335627200547,1.1351565092243938,0.5121277165151323,0.11042644248709957,-0.00020268276473062175,1.1944845532973777e-06,3.0714929931942754e-05,3.199844955701849e-05,0.9999999990156331,0.4681025223288544,-0.10998729793320312,0.024639205028706174,-7.84202930875661e-05,2.357888848711689e-05,5.102460512065394e-06,0.9999999966341295
0.4628453702965356,-0.0033159729559889286,1.1359572762214394,0.5121259133203848,0.11042570787222546,-0.00020092662629637992,1.3184197594353575e-06,3.248959863441754e-05,3.521888116780188e-05,0.9999999988511593,0.4720926146273972,-0.1100141000365247,0.02622425021783739,-8.359666123106218e-05,2.188985303864715e-05,2.2037010088396663e-06,0.9999999962637883
0.4649890370146871,0.0010370427122548273,1.136689373638767,0.5121242662442198,0.11042501695987027,-0.00019946473355869632,1.4321735552145563e-06,3.4116671187613636e-05,3.833169637983309e-05,0.9999999986823417,0.47608345504995053,-0.11004830632743716,0.027721387293453734,-8.696208903839173e-05,1.9489853178874733e-05,-4.6645426050585426e-07,0.9999999960287619
0.4670954741579358,0.005156600234680545,1.1373535957918768,0.512122773750459,0.11042436823401933,-0.00019831923695930176,1.538470043082475e-06,3.560030294884498e-05,4.133387591743141e-05,0.9999999985108815,0.4800756072081303,-0.11009059779667625,0.029122967969777452,-8.866549910697863e-05,1.6467462100043204e-05,-2.9590847647044036e-06,0.9999999959292482
