Cx,Cy,Cz,CoPx_FL,CoPy_FL,CoPx_FR,CoPy_FR,X_FL_SupportCenter,Y_FL_SupportCenter,Z_FL_SupportCenter,Qx_FL_SupportCenter,Qy_FL_SupportCenter,Qz_FL_SupportCenter,Qw_FL_SupportCenter,X_FR_SupportCenter,Y_FR_SupportCenter,Z_FR_SupportCenter,Qx_FR_SupportCenter,Qy_FR_SupportCenter,Qz_FR_SupportCenter,Qw_FR_SupportCenter
0.11277831485523114,2.9996949218908084e-05,1.089258556510755,0.10888215460959241,0.09032644142077176,0.11822464950075157,-0.13046891950363784,0.11216814241496129,0.11044930982474357,-0.0002561178486999438,4.703121573129423e-06,-1.8366083722132907e-06,-5.3839960891766065e-06,0.9999999999727603,0.11216814241496066,-0.11043069017525643,-0.0002561178486999577,4.7031215731238906e-06,-1.8366083718524683e-06,-5.3839960890720115e-06,0.9999999999727603
0.11277829032627508,0.0006163713259971384,1.0902856957076241,0.11058799128810459,0.09035907533129534,0.1179329329251141,-0.13046160586462874,0.11216784478864403,0.11044825850376855,-0.0002483975188825732,5.2643850641360665e-06,-1.9444109562319133e-06,-3.487773320949341e-06,0.9999999999781708,0.11216784792154574,-0.11043166252034196,-0.0002495575050922433,5.206583653839474e-06,-1.9444991554164893e-06,-3.6455643565176224e-06,0.9999999999779103
0.11280418683074087,0.0016519819859674167,1.0913240262329094,0.11406567210551749,0.09039942946020255,0.11803205587982218,-0.1304494009699065,0.1121681815264876,0.11044936333908649,-0.0002589369788414536,4.713815034654856e-06,-1.8689168981800768e-06,-5.384362769838019e-06,0.9999999999726481,0.11216812850153082,-0.11043071634346133,-0.00025781257384568934,4.741047250147618e-06,-1.8691430150546132e-06,-5.290639819874715e-06,0.9999999999730192
0.11281941658405267,0.003058930901945012,1.0923459096645254,0.11480722786220318,0.0904264310880184,0.1171554131874599,-0.13043791443454536,0.11216862364700983,0.11045058256311638,-0.0002665398624864812,4.0247228356518415e-06,-1.7329686203405844e-06,-7.771565719553755e-06,0.9999999999602008,0.11216857818796748,-0.11042956635443311,-0.0002646151683206033,4.12791139436864e-06,-1.7316867218885078e-06,-7.449218819561471e-06,0.9999999999622357
0.11281517782113593,0.004782834715826805,1.0933392897147975,0.11467520629297268,0.09044496379294661,0.11600830330533468,-0.12938749326414226,0.11216897051493616,0.11045207676638592,-0.00027464151758745114,3.1788106571095146e-06,-1.534415744325515e-06,-1.0695650975294372e-05,0.9999999999365722,0.1121690020716116,-0.11042807663808332,-0.0002724932100626465,3.3325602664851095e-06,-1.5317172853208652e-06,-1.0239039578952718e-05,0.9999999999408552
0.11279274220716635,0.00678353072333747,1.0943002182218113,0.11413362381056985,0.09550446842852939,0.11501731959187056,-0.11903797055479008,0.11216918104374737,0.1104536697092785,-0.00028249461483978444,2.241423634842473e-06,-1.2955601717879579e-06,-1.395648932987322e-05,0.9999999998992573,0.11216934824486105,-0.11042641366958779,-0.0002807604377691869,2.40430450371426e-06,-1.292377641221754e-06,-1.3515134515850817e-05,0.9999999999049454
0.11275643430519364,0.008968419849986607,1.0952287073285385,0.11357392163822023,0.10553845858574082,0.11412547581225164,-0.11111141613580489,0.1121691273921393,0.11045542401456904,-0.00029037667152161106,1.195331287317163e-06,-9.972223328383086e-07,-1.7601544156947868e-05,0.9999999998438814,0.11216947849501206,-0.11042450913890799,-0.00028965441966515015,1.299430174210109e-06,-9.96682106458251e-07,-1.7453804014220717e-05,0.9999999998463417
0.11271048542449108,0.011246934579688376,1.0961257167624794,0.11309823006105048,0.11223091076238051,0.11334741844439689,-0.10471266878341268,0.11216893204442482,0.1104572109998788,-0.0002981645824991913,1.1880387397887507e-07,-6.763445497431391e-07,-2.1385862013578708e-05,0.9999999997710869,0.11216950505585704,-0.1104225133999396,-0.0002988977895753975,1.0779621862254201e-07,-6.823976565852389e-07,-2.1759408189079305e-05,0.9999999997630257
0.11265872135866647,0.013558536712975482,1.096992181575681,0.11271774918461858,0.11685594823401768,0.11269483708031701,-0.0995535648052661,0.1121687036651855,0.11045893956508153,-0.0003057433197337228,-9.367767142986674e-07,-3.6295017822152655e-07,-2.5143723807825267e-05,0.9999999996833923,0.11216952030509598,-0.11042055062073655,-0.00030819878302813797,-1.0928519038205846e-06,-3.790835032597599e-07,-2.6163207411563273e-05,0.9999999996570745
0.1126042224090483,0.01586283677448218,1.0978291850247355,0.11242059955550779,0.12014072088124186,0.11216712149608386,-0.09541147825059634,0.11216848627737269,0.11046058130696275,-0.0003130739629325502,-1.949013319096291e-06,-6.899075702491648e-08,-2.8797157789163756e-05,0.9999999995834604,0.11216955541448247,-0.11041867214529348,-0.0003174014398086289,-2.2634166189713085e-06,-9.817830332484733e-08,-3.052645456994259e-05,0.9999999995315018
0.11254933861804615,0.01813335282959668,1.098637890093187,0.11219304189540161,0.12255119642850892,0.11175383237228624,-0.09206461155329616,0.11216830188437274,0.11046212520387264,-0.00032014879634838234,-2.9074988043869755e-06,2.0024720886457515e-07,-3.230743408159835e-05,0.9999999994738682,0.1121696233002319,-0.11041690392759584,-0.00032641350235416977,-3.381604178901527e-06,1.5567116720465532e-07,-3.476643279293108e-05,0.9999999993899181
0.11249580069920809,0.020352939300221556,1.0994194296089648,0.11202421427129487,0.12446453647253897,0.11143329403730823,-0.09041448103563343,0.11216815822052092,0.11046357052645492,-0.00032697786270087514,-3.8090223036795186e-06,4.436448242600774e-07,-3.5659727793775846e-05,0.9999999993568394,0.1121697254859773,-0.11041525494673766,-0.00033518708619606485,-4.436833756335311e-06,3.8192353119014113e-07,-3.884025864526757e-05,0.9999999992358017
0.11244480697112982,0.022515174920191068,1.1001748700635503,0.1119039070782839,0.12608389338027196,0.11118956381130066,-0.09041132522415282,0.11216806380013622,0.1104649146169752,-0.0003335639387488931,-4.650631839781874e-06,6.606285426817665e-07,-3.883980436080741e-05,0.9999999992347026,0.11216986624023656,-0.11041373252563888,-0.0003436805985464475,-5.420588786586082e-06,5.806938517925057e-07,-4.270949273587566e-05,0.9999999990730898
0.11239712380740463,0.024622441925073735,1.1009051419316582,0.11182129526411203,0.1274447476523412,0.11101839630006623,-0.09040848310670832,0.11216801660490067,0.11046616179398164,-0.00033992221647272114,-5.434317193040916e-06,8.53065222041771e-07,-4.185037464977105e-05,0.9999999991091436,0.11217004141169451,-0.11041233279034607,-0.000351886113961114,-6.333013325490886e-06,7.542910539855639e-07,-4.6367429483007526e-05,0.999999998904693
0.11235320845322551,0.026677998708467196,1.1016110267719539,0.1117687050896585,0.12864214278985023,0.11090775387389915,-0.09040585783888778,0.11216800169156535,0.11046732672152168,-0.0003460873084264876,-6.16841476329795e-06,1.0254565301809727e-06,-4.4717182622044534e-05,0.9999999989806366,0.11217023620241713,-0.11041103817591451,-0.0003598378270624897,-7.1842545918772255e-06,9.071938390216156e-07,-4.9847496199423596e-05,0.9999999987313956
0.11231325722290247,0.028685461125008437,1.1022932786452628,0.11174049425446268,0.1297651100461241,0.11084444779126357,-0.09040335394296464,0.11216801225937971,0.1104684174655363,-0.00035207620256376415,-6.85784240168205e-06,1.1806377108160222e-06,-4.7454369290843236e-05,0.9999999988498297,0.11217044453689075,-0.11040983822684887,-0.00036755346426410596,-7.980278155368254e-06,1.0423247161992842e-06,-5.3166984398466644e-05,0.9999999985542505
0.11227725653190006,0.030648156044313625,1.102952587765065,0.11173611352140131,0.13046974806894335,0.11081170273697394,-0.09040085292800899,0.1121680421666908,0.11046944125837944,-0.00035790357440622367,-7.507251610802197e-06,1.3209932121242863e-06,-5.007566354803611e-05,0.9999999987171623,0.11217066117915904,-0.11040872337443977,-0.0003750515333548199,-8.72694884797842e-06,1.1620945472115944e-06,-5.6343722588414545e-05,0.9999999983739377
0.1122450576388255,0.0325706650728183,1.103589578245653,0.11175311147404718,0.13047156434973495,0.11079653852124276,-0.09039826962237643,0.11216808959413105,0.11047040099895569,-0.00036357393479291567,-8.119231243777165e-06,1.4478097451378993e-06,-5.258771901948818e-05,0.9999999985832572,0.11217088509566714,-0.11040768893751551,-0.00038233949966136327,-9.427490825474312e-06,1.2679231897285613e-06,-5.938529435012123e-05,0.999999998191451
0.11221644566342022,0.03446022665263813,1.1042048085709932,0.11177924363700349,0.13047336305034432,0.11080085305588419,-0.09039561863881135,0.11216815316678569,0.11047129893492352,-0.00036908906719582135,-8.696015610601653e-06,1.5621557802620205e-06,-5.499595264239443e-05,0.9999999984486924,0.11217111577621572,-0.11040673095399244,-0.0003894238493311608,-1.0084841358386793e-05,1.3609988176925231e-06,-6.229840240881739e-05,0.9999999980076766
0.11219112810605125,0.03632315602833453,1.104798727303997,0.11180896651858963,0.13047515071047575,0.1108203594870569,-0.09039287327313253,0.11216822490795168,0.11047214414042553,-0.00037446516285806475,-9.242869615636024e-06,1.66636017520001e-06,-5.7317206610542294e-05,0.9999999983132655,0.11217134678521953,-0.11040583817827224,-0.0003963325294207426,-1.0706138288837108e-05,1.4434190399318406e-06,-6.510869664138062e-05,0.9999999978220767
0.11216877489276568,0.03816494653084549,1.1053717543281782,0.11183831846678575,0.13047692940197805,0.1108517624120925,-0.09039001248258018,0.11216830094412947,0.11047294157298128,-0.00037970874202865323,-9.763079230701328e-06,1.7618565323887177e-06,-5.956134892105309e-05,0.9999999981770122,0.11217157567359831,-0.11040500409584876,-0.0004030820702493054,-1.129587045075469e-05,1.516499235132281e-06,-6.783136486838978e-05,0.999999997634505
0.11214904550519726,0.039990334861817,1.1059242811973033,0.1118643178808698,0.13047869859008648,0.11089293896105089,-0.09038701935435961,0.11216837803098575,0.11047369553207396,-0.00038482533903536065,-1.0259494848276782e-05,1.8498187427213282e-06,-6.173693728439913e-05,0.9999999980399361,0.11217180046324295,-0.11040422317112641,-0.00040968735189161887,-1.1857908237650225e-05,1.581280986049569e-06,-7.047979117254283e-05,0.9999999974447445
0.1121316063166446,0.041803357077044974,1.1064566777356473,0.11188466030917275,0.1304804550914805,0.11094273424742851,-0.09038388123273447,0.11216845376394326,0.11047440948438184,-0.00038981894812027684,-1.0734423390316275e-05,1.931166731665972e-06,-6.38507181176222e-05,0.9999999979020645,0.11217201987013978,-0.11040349101144106,-0.00041616070370784075,-1.2395375822678407e-05,1.6385579887491066e-06,-7.306481546325082e-05,0.9999999972526015
0.1121161419078404,0.04360740502052602,1.1069692961218378,0.11189759543131073,0.13048219401764619,0.11100075059593818,-0.09038058863655127,0.11216852626933872,0.11047508636785779,-0.00039469275093113876,-1.1189778826080477e-05,2.006645201757434e-06,-6.590813465553148e-05,0.9999999977634403,0.11217223299939713,-0.11040280399440297,-0.0004225126506818555,-1.2910851334403744e-05,1.6889489822266457e-06,-7.559546049570378e-05,0.9999999970578921
0.1121023623822519,0.04540528508412097,1.107462474384467,0.11190185269450356,0.13048390958178888,0.11106716536294545,-0.09037713422464087,0.11216859411169602,0.11047572868816945,-0.0003994493293406065,-1.1627143676254625e-05,2.076861406006523e-06,-6.791351731439717e-05,0.9999999976241255,0.11217243926741673,-0.11040215912752692,-0.00042875213749263286,-1.3406450558340435e-05,1.732937544532954e-06,-7.807917475609379e-05,0.9999999968604535
