t[s],X,Y,Z,Qx,Qy,Qz,Qw,vx,vy,vz,wx,wy,wz,vxd,vyd,vzd,wxd,wyd,wzd
0.0,0.0,0.0,0.8793,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47062452172030866,0.8106973970156321,1.1967402679042936,0.4692157671303008,0.368094996874909,0.21302380292274847
0.03,0.0004236705563354391,0.000729440835993966,0.8803771501016118,0.00021114709235076318,0.0001656427463517374,9.58607100177638e-05,0.9999999593950544,0.01411873565160926,0.024320921910468963,0.035902208037128805,0.014076473013909022,0.011042849906247269,0.006390714087682454,0.1962958204455223,0.44369749398335845,-0.03001558028936646,-0.27852070652231475,-0.04911161251868634,0.1296733325707784
0.06,0.0010240069945233498,0.001858070281014308,0.8814274908653901,0.00029697164423068875,0.00030916092225671967,0.0002500905052396241,0.9999998768410453,0.02000761026497493,0.03763184672996972,0.03500174062844781,0.005720851818239579,0.009569501530686678,0.010280914064805805,0.05102176018249338,0.33150961014402025,-0.03872620009946637,-0.24145878999046744,-0.08531026078318149,0.087791753324165
0.09,0.001669898988605025,0.0032852527117909515,0.8824430373172308,0.00027416155462761617,0.00041425056412914066,0.0004438487634268154,0.999999778115069,0.02153826307044973,0.04757713503429033,0.03383995462546382,-0.0015229118814744438,0.007010193707191233,0.012914666664530755,-0.00062363054064285,0.27297932659806934,-0.040811756004234034,-0.21134857523111705,-0.0645127665495906,0.056315852524249976
0.12,0.002314518814771493,0.004958540969517653,0.8834216420411184,0.0001562679956589252,0.0004902602824052429,0.0006629805617749748,0.9999996478409099,0.021519554154230444,0.05576651483223241,0.032615601945336796,-0.007863369138407955,0.005074810710703516,0.014604142240258255,-0.015420438785358925,0.24847304724181463,-0.04032355626954942,-0.18162216645167994,-0.05379836961807172,0.027738605979921616
0.15,0.0029442444964931317,0.0068560381608832165,0.884363382067657,-4.333335048126855e-05,0.0005420045667560466,0.0008946309586813172,0.9999994519942089,0.021056940990669678,0.06322070624948685,0.031405895257250314,-0.013312034131958354,0.0034608596221613643,0.015436300419655904,-0.016239936003886513,0.14316028007756687,-0.03757859910567962,-0.12642137595731562,-0.041846049206036184,0.015357849973918647
0.18,0.003558241577581307,0.008883063249097949,0.8852703554070198,-0.0002998036854108279,0.0005748674840879065,0.0011332239351181336,0.9999991477239561,0.020569742910553083,0.06751551465181385,0.030278537284079927,-0.01710467541067782,0.0022054781459802785,0.015897035918873464,-0.015587434779138931,0.045298402679999794,-0.03448501958348338,-0.07098649697114645,-0.03239807575817366,0.00406098123744858
0.21,0.00415714567709253,0.010951581742488255,0.8861451372102754,-0.0005882003035511025,0.000593115552057727,0.0013736669350044423,0.9999987076359131,0.020102119867178914,0.06887446673221384,0.029243986696575425,-0.019234270319812216,0.0012335358732350687,0.01601886535599692,-0.013515471360859621,-0.009479443596915216,-0.03231811123210271,-0.03179110965648002,-0.026810758513917676,-0.007983916492455112
0.24,0.004742909435142547,0.013012291739487692,0.8869896232147013,-0.0008908883747169817,0.0005992769438946794,0.0016105325600447391,0.999998126683206,0.019696655726353124,0.06859008342430638,0.028274443359612343,-0.02018800360950662,0.0004292131178175384,0.015779347861223265,-0.011539621238151554,-0.04075078318514458,-0.030443711652191396,-0.004585225442087726,-0.022523511251364425,-0.016690971854226966
0.27,0.005317421235674175,0.01503701872458271,0.8878055464995459,-0.00119562784035281,0.000595292672532274,0.001839897292134134,0.9999974154359879,0.019350467089208578,0.06736755992875204,0.027361132010046602,-0.02032556037276925,-0.0002464922197233944,0.015278618705596457,-0.00997275485790361,-0.05855448110650485,-0.028789948129866794,0.013762118139185375,-0.01918286478616693,-0.021874958110466025
0.3,0.0058822089988211975,0.017009692057548778,0.8885944999548951,-0.001494164177595374,0.0005826756752539821,0.0020594246931180263,0.999996593360398,0.01905128444347147,0.0656109254955569,0.0264974335661506,-0.019912696828593687,-0.0008219781633084023,0.014622369962282476,-0.008776894997167162,-0.06926044322726321,-0.027397102560028586,0.025671996571901445,-0.01679205086869473,-0.02393095460599426
0.33,0.00643846736089289,0.018920620210299013,0.8893578734931462,-0.0017811386723471383,0.0005625099048474799,0.002268187489425335,0.9999956832172575,0.018787977593556455,0.063533112198739,0.02567552048934974,-0.019142536931436645,-0.0013257396893692442,0.013904441324102648,-0.008061901881779576,-0.06957951763614512,-0.02617778822811978,0.03091665402209287,-0.014684874974769002,-0.024340466866906496
0.36,0.00698692698098421,0.020769456390893424,0.8900968919254898,-0.002054191691945784,0.0005357479485617391,0.0024660007947110013,0.9999947060413414,0.018546120537103066,0.06144572666965464,0.02489018684250615,-0.018215037310773858,-0.0017662859386123142,0.013174227318095453,-0.007761982306424997,-0.06103054213148518,-0.025149451442003645,0.030938853775218433,-0.012584900328370452,-0.024005743233866284
0.39,0.007527902502218577,0.02256383558821866,0.8908125724663588,-0.0023133139003244374,0.0005033349011510604,0.0026530154793816484,0.9999936783508394,0.018313261067910317,0.05961481040571009,0.02413570329924604,-0.017286871697517307,-0.0021438329484634276,0.012454055021079465,-0.007572521344641814,-0.054360291778898784,-0.024361294557429858,0.02972300936389516,-0.011169936461335794,-0.022517648979778926
0.42,0.008061606128293996,0.024309705404425837,0.8915057056863719,-0.002559052377651688,0.00046590740908833986,0.0028299019217382314,0.9999926128908793,0.018086085427571064,0.057984001652343124,0.023404864462523142,-0.01639518141660045,-0.0024789310423035016,0.011778525551686098,-0.0075512033113120935,-0.049070230669725046,-0.023621947517737496,0.027820029457661377,-0.010067729900562483,-0.02068566416258477
0.45,0.008588095113047237,0.026011775470972536,0.8921770287853129,-0.0027922632239794033,0.0004239610372561986,0.0029974853945214457,0.9999915192662568,0.0178595493282317,0.05651189473225137,0.022696206036991018,-0.01556058053287061,-0.002780962939320376,0.011157955626808554,-0.007711056032485786,-0.0456263086069022,-0.02294670238297769,0.025627789570222603,-0.009268207078932278,-0.018572005173391304
0.48,0.009107264424393805,0.02767309781427594,0.8928272171184514,-0.003013932480299093,0.00037785520596063447,0.0031567180514380806,0.9999904042377563,0.017628217647257128,0.0551431054740443,0.022007804965501688,-0.01479174684576393,-0.0030590091516883443,0.010600795471606814,-0.007891153515929616,-0.04109099806643268,-0.022350468193885753,0.022653093706733074,-0.008645879751192354,-0.01659048954225284
0.51,0.00961897699760935,0.02929771111813785,0.8934568573424024,-0.003225398260580744,0.000327868416425525,0.0033084927024673834,0.9999892715346499,0.01739148304177924,0.05391037553205132,0.021337290919685115,-0.014112154034561938,-0.003318385544224115,0.010103080785339228,-0.007924912908256587,-0.032693303210979074,-0.02185198292603019,0.018579591008140994,-0.00799504103818549,-0.015300252172089301
