t[s],Fx_FL_SupportCenter,Fy_FL_SupportCenter,Fz_FL_SupportCenter,Tx_FL_SupportCenter,Ty_FL_SupportCenter,Tz_FL_SupportCenter,Fx_FR_SupportCenter,Fy_FR_SupportCenter,Fz_FR_SupportCenter,Tx_FR_SupportCenter,Ty_FR_SupportCenter,Tz_FR_SupportCenter
0.0,0.3991394287018718,12.447216753648965,288.04299758834384,-8.527718654836454,-0.9020392609099869,-2.712249395710549,1.1059172218242936,10.320180253764393,363.8863545486974,-6.625513512686219,-1.261262424977321,2.790021857917928
0.03,-0.18609661397044322,8.012188135403454,290.52735902692666,-5.794157202207967,-1.085635820970695,-2.3650513953126127,0.07085680224824453,6.151110505704808,347.1071815517426,-4.100358248220394,-1.4464431946081,2.552929951705854
0.06,-0.6218300941102303,5.390633847225705,298.4888390573361,-3.9456346445465513,-1.072992541376041,-2.2246420632273045,-0.45739941266517653,3.6670907088361693,338.1970656151265,-2.353844159840328,-1.3688537930553535,2.407524726440846
0.09,-0.6214799723273454,3.6588600112480303,305.3668084642662,-2.6009006453775436,-0.8908594310237533,-2.1659131259738094,-0.5279767316138421,2.0042048756428317,331.1244937970677,-1.0664410144584888,-1.1309595930588763,2.3024531346999257
0.12,-0.4838776877754993,2.4772896751371403,311.0131043035332,-1.5872478417302585,-0.6730576515086094,-2.1323873259527035,-0.44091902872849503,0.852148217859895,325.4618260493828,-0.09015549766029533,-0.86699693488567,2.224633525146399
0.15,-0.32452056173136073,1.6651187918185173,315.5396093828201,-0.8105213605212427,-0.4690929626599626,-2.106148852184157,-0.31745670377527874,0.045455770707442895,320.9781051796912,0.6592321603902372,-0.6273398090980999,2.1648032881329557
0.18,-0.18192055679326366,1.1145877860307243,319.1057018492199,-0.21168569587739636,-0.29418208838998805,-2.0820807418078133,-0.20102373174443897,-0.5144163264218382,317.47231692929,1.2365534217849128,-0.4270728585863708,2.1171875122799593
0.21,-0.06621430772248517,0.7544293606357554,321.87818891400394,0.2509696881893605,-0.15080827177747838,-2.0590266564804223,-0.10504478661306102,-0.8927536093616628,314.7630597932686,1.681569593799675,-0.2677026921221123,2.0782654300699024
0.24,0.022639413161474577,0.5336111542242499,324.01340498563127,0.609317533931277,-0.03686074666181221,-2.036915879000847,-0.03161810801331258,-1.1366672895167724,312.68838707631915,2.0251320074531076,-0.14574237842270124,2.0458192436502705
0.27,0.08787414820406543,0.41391363068399445,325.6506615068122,0.8886674726667156,0.05121776700904248,-2.015864408957694,0.02114580684018183,-1.281921241416527,311.10724396710197,2.2919401509935047,-0.05614302133165669,2.018378442671915
0.3,0.13351211106413843,0.36623440045502775,326.9093966258288,1.1092848094929455,0.11729998730391619,-1.9959730086532135,0.05637867107321205,-1.3562362749784556,309.9002414800123,2.501861030476203,0.006378069739742948,1.9949001003841411
0.33,0.1634953604948236,0.36826512901481256,327.8887434199576,1.287379835766606,0.1651120061535212,-1.9772759065783314,0.07733643633072528,-1.3813027993643034,308.9683526902637,2.6708240356740394,0.04677390599506061,1.9746008873473953
0.36,0.18131630599598642,0.4031295575905681,328.6690695765146,1.4357412341502074,0.19804964427249797,-1.9597494499005461,0.08702678778819649,-1.3738963984230927,308.231418749231,2.811411692316221,0.06947663348775494,1.9568735987391384
0.39,0.18997486269796768,0.45828350542875873,329.313975773544,1.5642630077778183,0.2191245196585697,-1.943341301253059,0.08804525039477293,-1.346784038063414,307.62630981310764,2.933363930796801,0.07832765645314628,1.9412313391395664
0.42,0.19197855281984508,0.5245719548794652,329.872465386284,1.6804734132414232,0.2309528944616218,-1.9279744636663059,0.08257249821085344,-1.3095182876365152,307.10441991415865,3.0440899303928872,0.07659021818576624,1.9272852594457652
0.45,0.189381464963812,0.5956155883009016,330.3811865168269,1.7899049628875014,0.23576783907682175,-1.9135657261858479,0.07241742277080244,-1.2689449170324163,306.62929064706685,3.1490278530695646,0.0669918359196626,1.9147180248474285
0.48,0.18380402520764078,0.6671258587445598,330.86694564815537,1.8965139937851474,0.23543616466710693,-1.9000259971709608,0.05903585594269374,-1.2298223125002714,306.17455610413555,3.252059435327007,0.05176944202384923,1.9032801375594122
0.51,0.17656744826060244,0.7363725062672799,331.3483409947325,2.0030183429308264,0.23151369424944726,-1.8872734524901122,0.04357788737347703,-1.1953074458434694,305.7217942863597,3.3558407277502074,0.032730435815289095,1.892767656462077
0.54,0.16867071628811992,0.8018309478410521,331.8377419843865,2.1111664011465225,0.2252579390045412,-1.875233549131861,0.02695307950844524,-1.1672859616578932,305.2588899180745,3.4620693151742965,0.01130957703084377,1.8830202810653827
0.57,0.16083744458795715,0.8628224421742052,332.34269592823017,2.2219909949923182,0.21766056035872908,-1.8638281423277412,0.00983249744096299,-1.146719401906898,304.77841721562834,3.571731095824272,-0.011385027287010201,1.8739140760518487
0.6,0.153596994479522,0.9192535169528622,332.86731533506486,2.3359870559430127,0.20949726546848915,-1.8529970460123735,-0.007285714242438007,-1.133914532651708,304.276501745592,3.6852827728778284,-0.03451099047729001,1.8653486054458317
0.63,0.14730354426144102,0.9714060999777189,333.4130959010212,2.4532962442232735,0.2013527973033295,-1.8426834745349627,-0.024044129130159388,-1.1287279934665524,303.7518601099214,3.802829817566228,-0.05744914349515851,1.8572487764874739
0.66,0.1422120363460391,1.0197970701526935,333.97977236051224,2.573788867728331,0.19366631112238547,-1.83283749940067,-0.04020117916837709,-1.1307302194260027,303.20472070368015,3.9242124407542454,-0.07975446618605943,1.8495588670873293
0.69,0.13841095472362913,1.0650725274181798,334.56607233382175,2.6971962910719998,0.1867246280528385,-1.8234170536968255,-0.05561602107017095,-1.139307169728879,302.6366159903065,4.049132905539224,-0.10114051714308259,1.8422351344621222
0.72,0.13596579123623917,1.1078947109027173,335.1700284617515,2.8231656525978552,0.18073266829544152,-1.8143881827389117,-0.0702045963030859,-1.153798395965163,302.0495057749418,4.17721374636305,-0.1214194045858714,1.8352443757263412
0.75,0.13484380107790728,1.1488990000397477,335.78931179626096,2.951312433038591,0.17579530543932842,-1.805720910174812,-0.08396729120059694,-1.173534804115124,301.44588378121654,4.3080471871123756,-0.14050987514382338,1.828562251144357
0.78,0.1350142238578532,1.188707972162357,336.4215588573445,3.0812356062531823,0.17196856055669274,-1.7973976815878623,-0.09690192330265002,-1.1978490569578022,300.82808739568173,4.441213669527237,-0.15837916768718818,1.8221677004132169
0.81,0.13637048037751054,1.2278824719143169,337.06463189913524,3.212558013638715,0.16924424982161715,-1.78939526162305,-0.10906251492911788,-1.2261241593693857,300.19847595758483,4.576319303195817,-0.17505272341277542,1.8160524863630232
0.84,0.1388059040520314,1.2668785831657234,337.71631412230545,3.3449659635883955,0.1675856034167898,-1.7816930135732505,-0.12050940001144331,-1.2578273915868223,299.55925547979945,4.713029769910831,-0.1905868461067572,1.8102061970207943
0.87,0.1422390261076754,1.3060767869126026,338.37479490719653,3.4781511756051327,0.16693798172553415,-1.7742820499325245,-0.13131665739609025,-1.292523783088016,298.91217869441743,4.851027991195402,-0.205059304364068,1.8046230578754365
0.9,0.14650498029143846,1.3458312747757881,339.03871103270905,3.611858736616583,0.16720996541507968,-1.7671496294747382,-0.14158580491296954,-1.3297927839681356,298.25908151977524,4.99004585741043,-0.2185698207999435,1.7992987053567209
0.93,0.1515501032937165,1.3863940306201745,339.7064992713256,3.745884381272761,0.1683338085379967,-1.7602868811365464,-0.15134433043746065,-1.3693236819699162,297.6010594119138,5.129868637468739,-0.23119774562612555,1.7942310193744933
0.96,0.15727509738450468,1.427931658686656,340.3770863139969,3.880069037275783,0.1702223558972632,-1.7536887447802425,-0.1606996910937422,-1.4108925838285216,296.9393739529837,5.270326956609411,-0.24304934521775703,1.7894127037303524
0.99,0.1635136407864048,1.4706480978116765,341.0499054639357,4.014259581212348,0.17276442645456372,-1.747343740910573,-0.16974931086349784,-1.4542523745876665,296.2750280572443,5.411260442075309,-0.2542307896424182,1.7848449538366096
1.02,0.17022218361762972,1.5146457318814142,341.72419280303245,4.148360412282175,0.17588804833547536,-1.7412474029932,-0.17852151925784998,-1.499263239187288,295.60852718790215,5.552566766136227,-0.264818362827142,1.7805263443490071
1.05,0.1773542069721648,1.5599836436806143,342.39936298551527,4.282293522801325,0.17952337455771666,-1.73539868572188,-0.18707993834503805,-1.545829905554114,294.9404438293718,5.694161702516406,-0.2748940609263476,1.7764516790763998
1.08,0.18477806843473418,1.6067460552982098,343.0752476990029,4.415999416928862,0.18357788193879426,-1.7297847038481582,-0.1954910939219977,-1.5938378942382352,294.2712823814024,5.835978324930386,-0.28454012603496476,1.7726225645248441
1.11,0.19249915919435404,1.6549323341437787,343.7514199697682,4.549437169174893,0.1880040189126386,-1.724410927577244,-0.20379437903528147,-1.6432705772195049,293.6011273369907,5.977972376554442,-0.2938177497136459,1.7690281895866653
1.14,0.2004252250963927,1.7045909447018213,344.4278657800705,4.682580767824756,0.1927310839212992,-1.7192640080133632,-0.21202061339302183,-1.6940571864294631,292.93028859715486,6.120111121010076,-0.3027844250854231,1.765673059959589
1.17,0.20853430754286129,1.7557162732677731,345.1044663312974,4.815408331634958,0.1977120892102746,-1.7143441123910474,-0.22020856280793927,-1.7461921610759323,292.258861326644,6.262369661370594,-0.31149190455798714,1.762550913007483
1.2,0.21679927909545657,1.8082914309866178,345.78115533530473,4.947924906306399,0.20290507529311766,-1.709644067399576,-0.22837768891974672,-1.799681115935387,291.58682314233727,6.404746897345201,-0.3199788716400474,1.7596583492181936
1.23,0.22515048420990108,1.8623669738936521,346.4580997022973,5.080103830148075,0.2082589181441186,-1.7051568153874372,-0.23655468631819257,-1.8544648171082971,290.91432488838274,6.547212147109456,-0.3282850394201529,1.7569947209076178
1.26,0.23359765627986287,1.9179070123701252,347.13518411470744,5.211951171718791,0.21375155718696065,-1.7008819537585447,-0.24475945147594683,-1.9105697886257211,290.2413109203981,6.689765951960618,-0.3364387522656547,1.7545503285814328
1.29,0.24212808721588538,1.9749034899773814,347.8125233703653,5.343466640084009,0.21935881837817814,-1.696815655668272,-0.25298596306593624,-1.9680067627177096,289.56770151219894,6.832406674349624,-0.34445746579877157,1.7523239816649843
1.32,0.25070972273495506,2.0333058383115667,348.49009520937676,5.474675126355158,0.22504827603975996,-1.6929490127590998,-0.2612684566501172,-2.0268110845377003,288.89356429988567,6.975151083487854,-0.35237422464671053,1.7503101426420782
1.35,0.25933602145530843,2.0931603347663477,349.1680280548384,5.60555097766655,0.23080784430912518,-1.6892811538341113,-0.26960200567186193,-2.086938363234035,288.2188188330831,7.117970712682013,-0.3601949185489481,1.7485023318045005
1.38,0.2680023263849287,2.1544492265967996,349.8464221985575,5.736108636472583,0.23662141998751887,-1.6858039776054936,-0.27797425265583076,-2.14840829779558,287.5433366364219,7.260876197666906,-0.3679276904745567,1.7469006686544155
1.41,0.2766961601098465,2.217154438330648,350.5253084388884,5.866351506055819,0.24247468768477892,-1.682513934903739,-0.28640581732635534,-2.211231332838742,286.86714897350436,7.403865470274208,-0.37558827430012726,1.7454972567532798
1.44,0.28541554807530106,2.281261185811329,351.20472617440754,5.99628545955973,0.248359005734545,-1.6794066085666692,-0.29489898563456407,-2.275417116935648,286.1902342437329,7.546939275450659,-0.3831837392862393,1.7442863933445825
1.47,0.29415550118049305,2.3467698133168384,351.8848199963862,6.125911766965153,0.25426664698262774,-1.6764786462013819,-0.30344819481300905,-2.3409712655191215,285.51247668259106,7.690096377948216,-0.39071604678332783,1.7432639269093992
1.5,0.3029252384590722,2.4136708343069335,352.565505003462,6.255235214197819,0.2601936818529138,-1.6737245426067766,-0.31203455450265816,-2.4078895589099987,284.83386550533936,7.833334435543513,-0.39818557706924296,1.742424999157201
1.53,0.3117024996584139,2.4819598982098396,353.2469234740399,6.384255091264957,0.26613018583049897,-1.6711371107009574,-0.32068162798142835,-2.4761770258898816,284.15439430648354,7.9766487215513004,-0.40560013395678596,1.7417654329355385
1.56,0.32048356532661837,2.5516356243719187,353.9291549458892,6.512973135773641,0.27207149179200396,-1.6687129960961324,-0.3293841829270189,-2.5458337102466086,283.4740146473616,8.120036690425744,-0.4129602288484611,1.7412798263412586
1.59,0.32929888228129445,2.622681283075508,354.6121585143573,6.641393631074832,0.278022630299744,-1.666452293716669,-0.3381207533811449,-2.616871245796,282.7926675445637,8.263498272303831,-0.4202610665389744,1.7409623181070122
1.62,0.33811776701629653,2.6951172155316363,355.29609177432775,6.769499101750639,0.2839697658515297,-1.6643492656739611,-0.3469084656317265,-2.689275998590795,282.1103094857202,8.407015330011099,-0.42751079819433274,1.7408112859398512
