LR_fx,LR_fy,LR_fz,LR_taux,LR_tauy,LR_tauz,LL_fx,LL_fy,LL_fz,LL_taux,LL_tauy,LL_tauz
0.0,0.0,0.0,0.0,0.0,0.0,-14.0917508244,1.94369529185,216.441527628,22.4455985348,-36.2116552412,1.86166134393
0.0,0.0,0.0,0.0,0.0,0.0,-39.0909120138,1.30445871348,220.762654772,23.46454834,-57.161012922,5.13335188445
0.0,0.0,0.0,0.0,0.0,0.0,-87.9031246854,-2.73931049752,231.213538912,28.2469703424,-92.0155141544,11.9422564579
0.0,0.0,0.0,0.0,0.0,0.0,-176.043628807,-5.81243572092,322.723064848,40.8379666336,-150.085399873,24.0357968699
0.0,0.0,0.0,0.0,0.0,0.0,16.1125197227,0.0676060458188,33.7209218793,-0.06318474289,2.48253428348,-0.0717484348582
37.4800385535,11.5048934943,53.3584039339,-3.32729933207,36.6042929342,-4.29509900484,91.6766682491,14.2628797732,140.167375987,-5.25480409045,49.4447278709,-3.28967643333
157.878943345,-30.5285857199,311.920476534,-16.1563705801,109.617288865,36.6186906785,0.0,0.0,0.0,0.0,0.0,0.0
55.4245692516,-4.11523939066,231.3297573,-23.1365957946,66.6583081223,8.10824183835,0.0,0.0,0.0,0.0,0.0,0.0
8.16788625655,0.596629315142,224.381513281,-24.8086844524,37.3605021367,-0.199885254086,0.0,0.0,0.0,0.0,0.0,0.0
-7.10918218622,1.59814103115,219.968403171,-25.0689418836,21.6635919806,-1.98807182111,0.0,0.0,0.0,0.0,0.0,0.0
-10.5912376573,1.54987091359,217.983948112,-24.9136455074,13.9881143404,-2.00789455476,0.0,0.0,0.0,0.0,0.0,0.0
-9.97265062377,1.2470206982,217.547827202,-24.7172746613,10.3354002909,-1.65720120216,0.0,0.0,0.0,0.0,0.0,0.0
-8.07770928889,0.942697800123,217.547691141,-24.5448253555,8.35361066831,-1.28367959013,0.0,0.0,0.0,0.0,0.0,0.0
-6.04263408579,0.698677189404,217.346755433,-24.3698191502,6.84300778875,-0.972565482988,0.0,0.0,0.0,0.0,0.0,0.0
-4.31399784374,0.507603850677,216.657839746,-24.1518541175,5.29421885338,-0.74536870675,0.0,0.0,0.0,0.0,0.0,0.0
-2.99256158674,0.348155296447,215.32055001,-23.850547098,3.57129116309,-0.600604893697,0.0,0.0,0.0,0.0,0.0,0.0
-2.00244101017,0.229267793171,213.157841133,-23.4310908599,1.72424864067,-0.523959304109,0.0,0.0,0.0,0.0,0.0,0.0
-1.18667479843,0.239967580996,209.926801836,-22.890389547,-0.116589386042,-0.489025228729,0.0,0.0,0.0,0.0,0.0,0.0
-0.356323194967,0.536279505689,205.609050254,-22.3517256156,-1.82621392841,-0.454714010727,0.0,0.0,0.0,0.0,0.0,0.0
0.384806480454,0.514493718538,204.969499382,-22.2477151655,-3.60120086393,-0.359233918228,0.0,0.0,0.0,0.0,0.0,0.0
1.22972827461,0.132797398268,208.178162183,-22.5791099387,-5.55349800755,-0.185298020063,0.0,0.0,0.0,0.0,0.0,0.0
2.27789825044,-0.0306740159862,210.568432949,-22.9110558691,-7.51754364586,0.0201235761906,0.0,0.0,0.0,0.0,0.0,0.0
3.3273492268,-0.142789854427,212.089376004,-23.1034228779,-9.53919133568,0.221555803466,0.0,0.0,0.0,0.0,0.0,0.0
4.17185980964,-0.320993965047,212.940506284,-23.1336601359,-11.7468504879,0.382512457658,0.0,0.0,0.0,0.0,0.0,0.0
4.37821306859,-0.624927925316,213.348304865,-23.0092528528,-14.4696133702,0.443649894949,0.0,0.0,0.0,0.0,0.0,0.0
3.01726936434,-1.08518287476,213.638199824,-22.7577817276,-18.4182929336,0.286022596416,0.0,0.0,0.0,0.0,0.0,0.0
-1.69405365622,-1.68083610205,214.336740359,-22.4550397875,-24.9367441241,-0.314092985171,0.0,0.0,0.0,0.0,0.0,0.0
-12.9868952306,-2.18214958972,216.208159745,-22.3336812283,-36.3197149751,-1.76427626488,0.0,0.0,0.0,0.0,0.0,0.0
-36.7686081116,-1.62527341504,220.303753276,-23.2331079549,-56.1470790674,-4.87274257303,0.0,0.0,0.0,0.0,0.0,0.0
-84.1917958657,2.66065872445,231.928940451,-28.1508093461,-89.6785968242,-11.415813218,0.0,0.0,0.0,0.0,0.0,0.0
-172.707986651,7.22450583824,331.840628853,-42.6172339539,-147.280609489,-23.7014986499,0.0,0.0,0.0,0.0,0.0,0.0
15.061813199,0.0661922563875,30.7396158648,-0.0377325989002,2.28412249563,-0.035273655696,0.0,0.0,0.0,0.0,0.0,0.0
80.0871490516,-14.0232178938,171.69854797,3.05894848228,38.0181939343,2.34707945439,38.099676914,-12.385489587,54.3056301785,2.31346393651,35.5124739836,4.14641621784
0.0,0.0,0.0,0.0,0.0,0.0,159.994976857,33.5184180774,315.917840807,15.5721167952,108.579017955,-37.6807479358
0.0,0.0,0.0,0.0,0.0,0.0,54.7405377244,3.16860646503,228.516602698,23.7305441238,65.7269853598,-7.74956705969
0.0,0.0,0.0,0.0,0.0,0.0,6.99553764725,-1.55769059048,220.692893363,24.9964111275,36.7752888029,0.533551686028
0.0,0.0,0.0,0.0,0.0,0.0,-7.78550439738,-2.09092402459,216.593392147,24.8867417367,21.7840783581,2.14432857982
0.0,0.0,0.0,0.0,0.0,0.0,-10.6862795135,-1.72569535222,215.078010953,24.5729944479,14.7609904717,2.04140860965
0.0,0.0,0.0,0.0,0.0,0.0,-9.65723986912,-1.27102993655,215.143844798,24.3563648061,11.552399275,1.62167803852
0.0,0.0,0.0,0.0,0.0,0.0,-7.550559697,-0.912968799109,215.583490501,24.2225642729,9.80305798589,1.21448186328
0.0,0.0,0.0,0.0,0.0,0.0,-5.47554116383,-0.662554152137,215.713096191,24.0998559361,8.35756430891,0.894069482968
0.0,0.0,0.0,0.0,0.0,0.0,-3.83639131182,-0.483088984497,215.237338699,23.9271526824,6.75586249401,0.674569644313
0.0,0.0,0.0,0.0,0.0,0.0,-2.6892400659,-0.336782094611,214.001615425,23.6548103775,4.90357462351,0.548389003296
0.0,0.0,0.0,0.0,0.0,0.0,-1.91424260495,-0.222361606611,211.83385283,23.2423326359,2.8855848745,0.495803050653
0.0,0.0,0.0,0.0,0.0,0.0,-1.30657502936,-0.224092810128,208.498346681,22.6841286236,0.86744663685,0.485149355108
0.0,0.0,0.0,0.0,0.0,0.0,-0.631438917443,-0.503942575333,204.050530496,22.1174943375,-0.986279280274,0.470700563875
0.0,0.0,0.0,0.0,0.0,0.0,-0.0485160942511,-0.471557957703,203.623690835,22.0377552884,-2.86549665022,0.395738838597
0.0,0.0,0.0,0.0,0.0,0.0,0.64811872223,-0.0961161652676,207.324987673,22.4467544141,-4.88262875182,0.240742017803
0.0,0.0,0.0,0.0,0.0,0.0,1.61645760396,0.0508030639187,210.100521679,22.8492359264,-6.87227281637,0.0465826694075
0.0,0.0,0.0,0.0,0.0,0.0,2.62050111133,0.143491162217,211.868427569,23.0947112672,-8.89953253152,-0.148051417188
0.0,0.0,0.0,0.0,0.0,0.0,3.44096051568,0.298311158955,212.86197408,23.166274069,-11.0930290214,-0.306067162825
0.0,0.0,0.0,0.0,0.0,0.0,3.6555515558,0.574493185886,213.329821661,23.0746959914,-13.7626554567,-0.370227703215
0.0,0.0,0.0,0.0,0.0,0.0,2.35572951391,1.01139484666,213.59586494,22.8405791913,-17.5851147333,-0.223631094724
0.0,0.0,0.0,0.0,0.0,0.0,-2.23533529592,1.61456497139,214.163698483,22.5181915966,-23.8653692531,0.361076720191
0.0,0.0,0.0,0.0,0.0,0.0,-13.3948336745,2.2048277235,215.78023724,22.3063633737,-34.8792183343,1.81014474609
0.0,0.0,0.0,0.0,0.0,0.0,-37.1765433462,1.87341856601,219.592057521,23.0231045005,-54.2628416993,4.9723976779
0.0,0.0,0.0,0.0,0.0,0.0,-85.0557268872,-2.13385722838,231.326422879,27.725075221,-87.5345647364,11.6599456893
0.0,0.0,0.0,0.0,0.0,0.0,-175.894197157,-7.32252086559,326.877206398,42.1021495965,-145.702312338,24.0953169732
0.0,0.0,0.0,0.0,0.0,0.0,14.6273531286,0.183871387999,29.9995756247,-0.0438616473902,2.21738852615,-0.0313062297723
