t[s],q_LLHip1,q_LLHip2,q_LLHip3,q_LLKnee,q_LLAnkleRoll,q_LLAnklePitch,q_LRHip1,q_LRHip2,q_LRHip3,q_LRKnee,q_LRAnkleRoll,q_LRAnklePitch,qd_LLHip1,qd_LLHip2,qd_LLHip3,qd_LLKnee,qd_LLAnkleRoll,qd_LLAnklePitch,qd_LRHip1,qd_LRHip2,qd_LRHip3,qd_LRKnee,qd_LRAnkleRoll,qd_LRAnklePitch,qdd_LLHip1,qdd_LLHip2,qdd_LLHip3,qdd_LLKnee,qdd_LLAnkleRoll,qdd_LLAnklePitch,qdd_LRHip1,qdd_LRHip2,qdd_LRHip3,qdd_LRKnee,qdd_LRAnkleRoll,qdd_LRAnklePitch,Tau_LLHip1,Tau_LLHip2,Tau_LLHip3,Tau_LLKnee,Tau_LLAnkleRoll,Tau_LLAnklePitch,Tau_LRHip1,Tau_LRHip2,Tau_LRHip3,Tau_LRKnee,Tau_LRAnkleRoll,Tau_LRAnklePitch
0.0,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,-0.33,0.63,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15245314268622678,-3.6520008367395462,-0.4550441476665128,5.407391643431652,5.488235764835736,-6.031695699183274,0.15246113284285912,-3.6519966991233446,1.2520887147639712,2.700609700856546,5.4882416222471875,-5.110964420985965,0.6419528829388914,-4.404789596017833,-4.305987822931722,-10.898464191214572,16.50590362112567,-17.300187937759183,1.2839243538806824,-6.409318930728612,1.8924392304997044,-21.747477561681457,18.604182935268316,-13.148048078301477
0.03,0.0001372078284176041,-0.0032868007530655915,-0.3304095397328999,0.6348666524790885,0.004939412188352162,-0.3054285261292649,0.0001372150195585732,-0.00328679702921101,-0.32887312015671244,0.6324305487307709,0.004939417460022469,-0.3045998679788874,0.004573594280586803,-0.10956002510218639,-0.013651324429995384,0.16222174930294955,0.16464707294507205,-0.18095087097549822,0.004573833985285773,-0.10955990097370033,0.037562661442919136,0.08101829102569638,0.16464724866741562,-0.15332893262957895,-5.011071296101136,14.513863425068621,15.635393199822886,-15.143812410345504,-1.44413441220604,6.003841463576009,-5.310546277550884,14.511789904125138,-23.46143517349416,17.49350443737906,-0.9453325870033673,15.081702188476758,-34.22382312500808,41.63141711117391,54.85788428669945,-17.98175697862897,38.358582872143536,-19.22989030771586,-14.638961844964152,-1.0535092694047241,-55.734302006596394,-13.521463286692414,0.005545194835480572,-2.06552865585088
0.06,-0.0042355485096558145,0.006488875576430575,-0.31674722558595914,0.626103873788866,0.008579103405718887,-0.30545359494131147,-0.0045050616106786495,0.006487016855290604,-0.3488615319695696,0.6506052514551829,0.009028035591741906,-0.29562620398814565,-0.14575854460244728,0.3258558776498722,0.45541047156469117,-0.29209262300741556,0.12132304057889086,-0.0008356270682179645,-0.15474255434124073,0.32579379615005377,-0.6662803937619056,0.6058234241470681,0.13628727105731459,0.2991221330247238,-1.02665714172349,0.19964380185723485,2.116861138921024,0.5154313848713628,0.3838594358294358,-1.9581369052991704,-0.8564103166799235,-1.0060192236034382,-2.1761787945455673,0.5917250802113756,0.48123203235304146,0.9453449415470825,-8.659444017483768,27.178473161562057,12.94629952137601,-23.197242402092034,28.393086773089,-11.62160749240607,-3.945994749149465,-1.6126581006444454,-14.31167689847402,-1.0484874826567456,-0.065445044823569,-0.5490530116414462
0.09,-0.009532296275280374,0.01644423132759825,-0.3011797364139895,0.6178049833450278,0.012564268115332105,-0.30724098696812724,-0.009918107525927802,0.015355413438549122,-0.37080850469751775,0.6693125067517852,0.01354976255257908,-0.28580172955001154,-0.17655825885415197,0.3318451917055893,0.5189163057323218,-0.2766296814612747,0.13283882365377392,-0.05957973422719307,-0.18043486384163843,0.2956132194419506,-0.7315657575982726,0.6235751765534094,0.15072423202790583,0.32748248127113627,0.1691024977124016,-0.8051951817702161,-0.2887143138939905,0.8561846976534753,-0.11913623187047051,-1.754081346889972,0.10007681550970915,-0.9731244075495766,1.658898740090681,-0.6199411134625841,0.0040358194855416585,-0.6718040682131772,-1.4771989655419757,23.81278105583346,2.062128122667916,-23.380279353067262,20.37540114067143,-3.2051549011424147,-0.9592033962162769,-0.2653890726213736,-3.305738184665783,2.9830978654076734,0.0013717766794832582,-0.07786458977355894
0.12,-0.014676851792963772,0.025674911415172735,-0.2858720901245244,0.6102766591290777,0.0164422102162619,-0.310607052207144,-0.015241084307218216,0.023347998055013024,-0.3912624685593843,0.6874618150462711,0.018075121750953244,-0.27658187877326934,-0.17148518392277992,0.3076893362524828,0.5102548763155021,-0.25094414053167047,0.1292647366976598,-0.11220217463389223,-0.17743255937634717,0.2664194872154633,-0.6817987953955521,0.6049769431495319,0.15084530661247209,0.30732835922474094,0.44835204628304837,-1.3081018336696957,-1.0155416390588243,1.4303511788187393,-0.5695284729790728,-1.7685970888204565,0.30623153288067684,-1.314679761779253,2.3334695790314477,-2.0659199120191953,-0.5057445181458124,-0.9795814022273666,-0.3379622365416517,22.640932561392507,1.2251809168653718,-20.66729400876152,14.065439519230509,1.3723480374451473,-0.7902484392945749,-0.49817411701892184,-2.2492331995701935,3.163868101941694,0.007391769183770595,-0.03967769089699483
0.15,-0.019417890468992425,0.03372829985244449,-0.27147843131021226,0.6040356509740644,0.01980757669151053,-0.3155648548260992,-0.02028845270891602,0.030157370885875594,-0.40961630980012254,0.7037517954199398,0.022145310882996174,-0.2682436512585317,-0.15803462253428846,0.2684462812423919,0.47978862714373743,-0.20803360516710828,0.11217888250828763,-0.16526008729850594,-0.16824561338992686,0.22697909436208574,-0.6117947080246087,0.542999345788956,0.13567297106809773,0.27794091715791996,0.4474391253828003,-1.792231641336727,-1.2814514287411214,2.1215785067776096,-0.9334853110844961,-2.058047498313158,0.3158876197086222,-1.7821101503393457,2.3780411638219388,-3.2172297108762473,-0.9335145836093907,-0.5027932917188052,-0.6798155792151407,21.894423267814084,2.371044195553853,-18.468935046667266,8.888413859245643,3.042676151936636,-1.2390528507448166,-0.9536899214986416,-3.280525586244971,2.5904934544661917,0.0024626222301236057,-0.08128805580477977
0.18,-0.02375623393217656,0.040168679812513194,-0.25823807878176713,0.599704063475151,0.022332806386783113,-0.3223749001935362,-0.025051522252876067,0.035362844581432754,-0.42582991399342107,0.7171462690538198,0.025375336889790653,-0.260357937706341,-0.14461144877280446,0.21467933200229009,0.44134508428150376,-0.14438624996378,0.08417432317575274,-0.2270015122479007,-0.1587689847986682,0.17351578985190538,-0.5404534731099505,0.4464824544626686,0.10766753355981601,0.26285711840635584,0.4225241592951363,-2.40234011363588,-1.5279604170883943,2.819350285348719,-1.2040611869831537,-2.5088581317530725,0.338606289848542,-2.2517335375615417,2.565922535085763,-4.272809596269665,-1.318434339978578,0.1214946101001475,-1.0754509535726444,20.906533814460353,3.109916632707382,-17.28538864307649,4.641371827681615,3.1159555480003296,-1.5612302184921691,-1.149364764919365,-4.010674437394729,2.1365775122465407,0.00437649463593694,-0.10609349797291427
0.21,-0.02771430565199507,0.044446953670309604,-0.24637289062870157,0.5979098912330515,0.023774381013770857,-0.331442917879551,-0.029509846135972424,0.038541758093184525,-0.4397341879051424,0.7266952140510572,0.027418771990604413,-0.2523628790050602,-0.13193572399395037,0.14260912859321367,0.39550627176885195,-0.05980574140331843,0.048052487566258135,-0.3022672562004929,-0.14861079610321193,0.10596378372505913,-0.4634757970573776,0.31829816657457866,0.06811450336045867,0.2665019567093603,0.43831133845446857,-3.195128721867583,-1.8892345221097173,3.5415219845221486,-1.362577144563602,-3.0230126346939414,0.43210865903594353,-2.7131791696249294,3.0144535318178605,-5.399815098093663,-1.6497583914908933,0.6825863237466387,-1.2087966270134038,19.4718505411558,3.0797815698597,-16.68449575738183,1.463846135826135,2.8049489867528075,-1.5812332831990175,-0.9392774549889199,-4.013719495853784,1.9185781578512469,0.01811111422757017,-0.10233026828760573
0.24,-0.03127789716720456,0.04584961167842519,-0.23620801354553475,0.5993030887770219,0.02398963621065136,-0.3432316469367903,-0.03357927222593643,0.03927881035227386,-0.45092545363822767,0.7313843254600103,0.027977424539076368,-0.24375349261240742,-0.11878638384031631,0.04675526693718619,0.3388292361055604,0.04643991813234602,0.0071751732293500806,-0.3929576352413111,-0.1356475363321336,0.024568408636311254,-0.3730421911028418,0.15630371363176876,0.018621751615731874,0.28697954642175943,0.4770558356732195,-4.086293650392108,-2.333558303671012,4.2964375396863375,-1.3593656714008944,-3.4795753494951214,0.5435147996487402,-3.2757799646981987,3.546861274153441,-6.640419198269058,-1.8127947690693427,1.2448418426244272,-1.1304801025668443,17.98910239850364,2.7558096989624232,-15.907309792229341,-0.042255396647764606,3.361128170965768,-1.4310095360535509,-0.5649849800480434,-3.6784848906602465,1.7810224331220623,0.03313906533403759,-0.09152340139994442
0.27,-0.03441213843030815,0.04357460540118788,-0.22814333893567185,0.60456308010671,0.022981462303271055,-0.35815199380857526,-0.037159534996216576,0.03706766064313482,-0.45892454422457485,0.7300970595905212,0.026904561795385914,-0.23402374856139266,-0.10447470877011973,-0.07583354257457703,0.2688224869954301,0.17533304432293614,-0.03360579691267675,-0.49734489572616475,-0.1193420923426714,-0.0737049903046347,-0.2666363528782386,-0.042908862316302976,-0.035762091456348406,0.32432480170049227,0.2483596343289065,-3.170830270744485,-1.7904467748895314,3.407848805721528,-1.345723134257895,-2.9176547945764923,0.4625975757455407,-2.66448488243061,2.770324574420206,-5.302178601311139,-1.5967498516143164,1.1189868005803345,-1.4431614850033432,19.36430904095932,4.031995758159527,-14.42453269633262,1.4820855805639994,6.851241332603501,-1.8320729063240124,-0.9910014626410122,-4.791774826187816,1.6055422886931978,0.015464232309055033,-0.11675639412163548
